SK_ID_BUREAU,MONTHS_BALANCE,STATUS
12145,-36,Unknown
9162,-6,Closed
2863,-9,Unknown
6018,-55,Active
13699,-42,Closed
10982,-11,Unknown
14311,-9,Closed
10572,-13,Active
339,-16,Closed
10220,-35,Bad debt
10781,-52,Unknown
7492,-50,Active
3041,-19,Active
7441,-34,Closed
2794,-26,Bad debt
8640,-7,Active
4353,-6,Closed
10066,-38,Closed
3536,-19,Unknown
14241,-34,Unknown
2620,-23,Closed
1965,-44,Active
8538,-6,Bad debt
13935,-15,Closed
14256,-8,Closed
3833,-17,Closed
10497,-30,Closed
5410,-2,Closed
36,-5,Unknown
6912,-36,Unknown
13252,-54,Bad debt
2509,-37,Unknown
9861,-30,Active
7076,-37,Unknown
14426,-57,Closed
14493,-4,Active
744,-38,Closed
10663,-4,Active
1375,-7,Closed
1205,-21,Bad debt
3019,-49,Active
14562,-24,Active
9397,-14,Active
888,-47,Bad debt
3851,-56,Bad debt
8893,-17,Active
11707,-16,Closed
10668,-5,Unknown
219,-8,Unknown
3496,-35,Unknown
3854,-50,Active
9850,-50,Active
8785,-60,Active
4944,-25,Bad debt
14611,-54,Closed
12982,-10,Unknown
13083,-58,Unknown
3181,-60,Active
13320,-4,Active
2738,-40,Closed
6489,-12,Active
4023,-33,Active
10473,-24,Closed
2678,-15,Unknown
4228,-2,Closed
180,-51,Unknown
6235,-31,Unknown
8191,-57,Bad debt
2646,-18,Active
8853,-26,Closed
8644,-24,Bad debt
7261,-12,Active
2483,-30,Active
14509,-40,Bad debt
12796,-8,Closed
13972,-20,Unknown
13010,-31,Bad debt
10211,-21,Closed
11038,-12,Unknown
8839,-29,Unknown
1678,-54,Bad debt
12327,-55,Unknown
5942,-51,Active
9716,-47,Bad debt
2100,-29,Bad debt
9,-28,Unknown
12791,-4,Unknown
5432,-55,Closed
6534,-49,Bad debt
3931,-48,Bad debt
11182,-2,Closed
9535,-35,Active
1012,-37,Active
6412,-19,Closed
10746,-27,Bad debt
10176,-50,Active
9844,-11,Closed
57,-31,Closed
12925,-14,Closed
490,-2,Unknown
2051,-11,Unknown
11244,-4,Active
1018,-13,Active
597,-59,Bad debt
6798,-47,Active
2300,-7,Active
2877,-51,Closed
1167,-3,Active
13427,-6,Bad debt
6277,-39,Bad debt
14086,-56,Active
4559,-15,Closed
12011,-37,Active
12776,-17,Bad debt
4650,-10,Closed
358,-48,Bad debt
14422,-39,Closed
4426,-24,Unknown
13933,-34,Bad debt
6466,-45,Bad debt
11904,-33,Active
4468,-4,Active
12482,-30,Unknown
8760,-42,Closed
14178,-29,Bad debt
13830,-40,Active
9269,-5,Unknown
3146,-26,Closed
13394,-59,Unknown
2728,-1,Closed
10508,-41,Closed
10884,-42,Unknown
14525,-46,Closed
10725,-34,Bad debt
337,-21,Unknown
3,-24,Active
10956,-43,Closed
3984,-8,Active
3586,-53,Closed
6009,-19,Unknown
1976,-58,Closed
13383,-23,Unknown
14233,-12,Unknown
6687,-32,Bad debt
11524,-51,Unknown
4896,-51,Closed
13396,-45,Active
1704,-27,Closed
14035,-12,Unknown
10586,-12,Closed
12610,-21,Bad debt
6923,-6,Active
10716,-57,Closed
10997,-54,Active
3555,-25,Unknown
1831,-51,Unknown
12857,-52,Closed
4311,-49,Closed
5298,-7,Active
7134,-50,Closed
565,-19,Bad debt
7598,-22,Active
9921,-54,Closed
3922,-47,Closed
8336,-58,Bad debt
9062,-34,Bad debt
14230,-47,Unknown
11499,-43,Unknown
6527,-16,Unknown
1753,-7,Unknown
9837,-25,Bad debt
1439,-30,Unknown
5692,-17,Bad debt
12971,-51,Active
5867,-42,Closed
12512,-1,Unknown
13893,-9,Bad debt
2353,-34,Unknown
6124,-25,Bad debt
10011,-34,Unknown
9438,-43,Unknown
6089,-54,Active
2742,-20,Active
6693,-53,Active
4660,-6,Bad debt
10859,-38,Bad debt
10609,-43,Active
1327,-23,Unknown
3126,-23,Unknown
656,-28,Closed
11050,-52,Bad debt
2506,-24,Unknown
5684,-6,Active
6586,-45,Closed
11204,-51,Unknown
12696,-54,Closed
5746,-15,Unknown
5439,-50,Active
8684,-13,Bad debt
7010,-53,Bad debt
6785,-43,Closed
377,-4,Bad debt
10541,-3,Unknown
9728,-49,Unknown
14588,-25,Unknown
10540,-47,Closed
6365,-36,Closed
3855,-40,Unknown
12038,-19,Active
10577,-31,Active
8913,-19,Bad debt
13631,-53,Closed
13576,-37,Closed
14293,-22,Active
6324,-34,Unknown
3971,-47,Unknown
8231,-9,Bad debt
8557,-55,Closed
10574,-44,Closed
2413,-1,Unknown
9499,-38,Unknown
1966,-33,Bad debt
868,-4,Unknown
10021,-53,Active
656,-51,Closed
1337,-9,Closed
1452,-27,Unknown
7875,-10,Bad debt
8526,-46,Unknown
7865,-51,Active
3494,-43,Bad debt
1091,-17,Active
4112,-55,Unknown
14651,-22,Unknown
9620,-44,Active
10699,-22,Bad debt
11710,-56,Bad debt
6712,-28,Unknown
14594,-56,Unknown
9534,-38,Closed
2433,-53,Closed
10656,-3,Closed
12973,-41,Bad debt
14635,-31,Active
9940,-30,Bad debt
6629,-54,Active
3459,-60,Unknown
13303,-14,Closed
149,-10,Unknown
6284,-37,Active
14436,-33,Closed
9895,-18,Closed
6266,-51,Unknown
14362,-41,Active
13181,-58,Unknown
665,-44,Unknown
13168,-35,Unknown
1945,-9,Unknown
201,-54,Unknown
13975,-18,Bad debt
9702,-28,Closed
4027,-22,Active
2174,-54,Closed
10491,-30,Unknown
12901,-25,Closed
3432,-20,Bad debt
9410,-17,Bad debt
12879,-43,Closed
39,-48,Closed
12976,-27,Active
9487,-30,Bad debt
2498,-15,Bad debt
272,-43,Active
3663,-15,Active
3762,-39,Unknown
13419,-24,Unknown
9439,-55,Active
5396,-2,Closed
11341,-26,Bad debt
1901,-10,Bad debt
10816,-47,Bad debt
2281,-44,Active
10051,-19,Closed
3481,-14,Active
11685,-23,Bad debt
9743,-42,Bad debt
4429,-57,Bad debt
5600,-44,Closed
2227,-58,Bad debt
6636,-15,Closed
3372,-60,Active
6983,-22,Bad debt
2969,-46,Bad debt
11138,-9,Active
4527,-52,Closed
9831,-37,Unknown
65,-39,Bad debt
6251,-33,Closed
12296,-10,Closed
324,-60,Unknown
1073,-1,Closed
9552,-56,Closed
3878,-16,Active
10195,-49,Unknown
2023,-56,Closed
14079,-19,Closed
6224,-20,Active
4201,-32,Closed
6141,-49,Active
9260,-59,Closed
12271,-22,Unknown
7210,-55,Closed
8634,-33,Unknown
1390,-19,Closed
13548,-42,Closed
4035,-28,Active
8386,-55,Unknown
10958,-6,Active
11169,-26,Closed
2458,-14,Unknown
1459,-16,Active
8173,-7,Active
3951,-38,Active
9224,-39,Bad debt
3801,-55,Closed
8014,-14,Active
2881,-6,Active
8534,-22,Closed
10513,-44,Active
3458,-7,Unknown
6044,-60,Closed
14023,-30,Bad debt
6521,-41,Active
9539,-58,Unknown
8654,-55,Unknown
12882,-55,Closed
6586,-47,Unknown
14727,-42,Active
10645,-10,Unknown
8918,-32,Bad debt
7975,-40,Unknown
1043,-40,Active
6833,-43,Unknown
1153,-28,Unknown
6456,-47,Unknown
8927,-14,Bad debt
14095,-33,Closed
5950,-16,Active
548,-43,Closed
7130,-24,Bad debt
6753,-49,Active
10084,-39,Unknown
14556,-5,Closed
11509,-6,Closed
13811,-32,Active
11906,-10,Active
1003,-21,Active
7584,-40,Active
7085,-24,Bad debt
10691,-56,Active
4768,-38,Bad debt
3538,-32,Active
9528,-13,Bad debt
8427,-13,Active
14943,-31,Closed
8616,-49,Closed
13502,-10,Closed
11064,-20,Active
6662,-39,Bad debt
10116,-9,Bad debt
6342,-31,Active
12104,-5,Unknown
9365,-24,Bad debt
11363,-23,Bad debt
6504,-41,Bad debt
7400,-21,Closed
11324,-8,Active
12792,-9,Active
5012,-13,Bad debt
10476,-28,Active
5595,-60,Active
752,-19,Bad debt
7601,-46,Unknown
11311,-27,Bad debt
197,-23,Bad debt
5227,-54,Active
10230,-42,Unknown
2287,-37,Closed
13497,-51,Bad debt
7171,-16,Unknown
7549,-34,Closed
14932,-18,Bad debt
14295,-50,Active
9109,-37,Closed
11962,-49,Closed
1568,-15,Unknown
12079,-2,Bad debt
7664,-53,Active
1587,-60,Unknown
13780,-21,Closed
8519,-4,Active
14661,-22,Active
6416,-9,Active
11768,-4,Unknown
1210,-57,Active
2196,-48,Closed
2818,-18,Active
9234,-54,Closed
8672,-19,Closed
5814,-30,Bad debt
5178,-13,Closed
6251,-13,Active
14338,-7,Bad debt
13837,-43,Active
8480,-49,Active
10988,-19,Bad debt
11644,-53,Unknown
6883,-33,Bad debt
4537,-16,Closed
5283,-26,Unknown
14698,-49,Bad debt
4073,-55,Bad debt
2003,-36,Closed
9546,-9,Active
11802,-19,Active
377,-16,Bad debt
2507,-13,Bad debt
2437,-14,Unknown
747,-45,Bad debt
13361,-44,Unknown
7430,-51,Unknown
459,-20,Active
7592,-43,Unknown
10457,-2,Unknown
6136,-4,Unknown
12479,-9,Active
669,-14,Active
12569,-46,Closed
13634,-56,Active
14448,-32,Bad debt
14864,-23,Closed
4042,-48,Active
8485,-34,Bad debt
12222,-53,Active
14868,-36,Closed
9520,-16,Unknown
5011,-14,Unknown
2829,-38,Active
5961,-12,Closed
3862,-20,Bad debt
1927,-60,Closed
10471,-36,Bad debt
7074,-38,Unknown
4050,-15,Bad debt
2586,-38,Closed
1880,-57,Bad debt
2555,-58,Bad debt
13562,-23,Bad debt
3737,-21,Active
11925,-30,Active
241,-52,Closed
7310,-59,Bad debt
13430,-37,Unknown
3990,-34,Closed
9882,-57,Bad debt
6326,-8,Bad debt
6686,-4,Active
3064,-51,Closed
4957,-8,Bad debt
10119,-52,Unknown
13295,-18,Active
14403,-35,Closed
10256,-10,Active
14600,-22,Bad debt
2335,-15,Closed
11935,-23,Active
5847,-3,Active
11207,-4,Bad debt
7464,-58,Unknown
9359,-37,Closed
5410,-41,Closed
190,-53,Closed
3233,-42,Closed
6911,-11,Bad debt
9225,-53,Bad debt
5961,-11,Bad debt
14010,-18,Bad debt
12680,-22,Active
3579,-11,Active
6624,-22,Closed
13801,-19,Closed
5617,-30,Closed
6745,-57,Bad debt
12110,-12,Bad debt
11270,-52,Bad debt
4039,-28,Closed
11206,-55,Closed
13720,-48,Closed
49,-47,Closed
4475,-10,Closed
9989,-22,Unknown
10257,-5,Unknown
8057,-25,Unknown
645,-22,Bad debt
14334,-12,Bad debt
11529,-13,Active
174,-28,Active
4189,-22,Active
1974,-6,Active
7209,-48,Bad debt
10086,-4,Unknown
7231,-53,Active
46,-8,Bad debt
1779,-8,Active
11455,-60,Active
4062,-48,Bad debt
12243,-2,Active
4657,-17,Active
11956,-29,Active
13154,-59,Unknown
11706,-15,Active
4509,-23,Active
6250,-11,Active
9530,-25,Closed
1615,-43,Bad debt
3460,-43,Bad debt
2971,-30,Bad debt
582,-4,Closed
10238,-12,Unknown
9248,-59,Bad debt
5981,-50,Bad debt
14178,-45,Active
7528,-9,Bad debt
2183,-8,Active
11405,-1,Unknown
5317,-28,Closed
13637,-1,Closed
14618,-13,Bad debt
4720,-44,Unknown
12548,-29,Unknown
11994,-25,Bad debt
5198,-19,Bad debt
10101,-35,Active
346,-35,Closed
1421,-13,Closed
4066,-21,Active
9458,-51,Active
77,-16,Bad debt
3951,-44,Unknown
2321,-46,Bad debt
8970,-35,Active
3972,-23,Bad debt
12297,-35,Active
14100,-15,Active
14214,-43,Closed
14073,-9,Closed
13642,-23,Closed
1646,-48,Active
11245,-45,Unknown
1059,-10,Closed
6344,-53,Unknown
2437,-26,Active
7238,-9,Closed
8728,-30,Unknown
14520,-25,Active
8606,-3,Unknown
4009,-38,Closed
4423,-46,Bad debt
4904,-50,Active
5075,-38,Active
1152,-41,Closed
13250,-33,Unknown
2969,-46,Bad debt
13101,-45,Unknown
1565,-27,Active
14664,-37,Bad debt
3898,-44,Closed
5945,-43,Active
12969,-28,Active
6221,-43,Closed
12961,-44,Unknown
3775,-54,Active
1296,-17,Unknown
10339,-23,Bad debt
13551,-6,Bad debt
6234,-31,Bad debt
8389,-60,Bad debt
4983,-2,Bad debt
4928,-59,Closed
2853,-11,Unknown
3434,-41,Bad debt
12628,-19,Active
13383,-2,Unknown
14967,-56,Closed
14721,-29,Unknown
2633,-36,Unknown
2728,-1,Unknown
14542,-55,Bad debt
9626,-4,Active
7544,-28,Unknown
4561,-25,Active
7053,-49,Closed
4280,-56,Bad debt
6170,-5,Bad debt
698,-29,Bad debt
8190,-39,Bad debt
6157,-13,Unknown
9771,-46,Unknown
5246,-34,Bad debt
5596,-42,Bad debt
4016,-14,Active
8423,-31,Bad debt
8296,-37,Bad debt
13495,-48,Bad debt
2161,-45,Bad debt
8928,-59,Unknown
7292,-1,Closed
5773,-3,Unknown
5083,-57,Unknown
12288,-45,Bad debt
8049,-47,Unknown
534,-44,Unknown
14018,-29,Unknown
3275,-57,Closed
8820,-17,Active
10717,-48,Closed
675,-25,Bad debt
4961,-28,Active
11257,-46,Unknown
10834,-7,Active
6575,-17,Unknown
8726,-22,Active
13740,-34,Bad debt
14510,-33,Bad debt
10705,-23,Unknown
9252,-60,Bad debt
3720,-34,Active
14075,-22,Bad debt
9419,-12,Active
14664,-46,Bad debt
914,-15,Unknown
6400,-55,Closed
10471,-40,Unknown
6407,-56,Active
13404,-16,Unknown
13570,-8,Unknown
14036,-24,Closed
11564,-19,Closed
981,-19,Active
2746,-38,Bad debt
12637,-7,Closed
11389,-14,Active
7104,-16,Unknown
14641,-1,Closed
8760,-46,Active
1732,-9,Closed
2395,-17,Bad debt
9122,-44,Active
14802,-6,Closed
12812,-9,Active
5725,-19,Active
7014,-55,Closed
13740,-4,Unknown
7534,-54,Unknown
8981,-9,Active
7611,-24,Active
11472,-43,Bad debt
10156,-16,Unknown
8980,-17,Active
10696,-23,Unknown
10538,-36,Unknown
1616,-7,Bad debt
3837,-11,Bad debt
11555,-26,Active
1524,-7,Unknown
728,-50,Unknown
13153,-27,Active
11880,-10,Closed
1894,-21,Bad debt
11717,-47,Unknown
7538,-39,Unknown
5605,-8,Active
13885,-12,Closed
2876,-40,Active
3728,-24,Bad debt
676,-50,Active
7122,-21,Bad debt
10085,-2,Active
8348,-15,Active
5103,-36,Closed
7292,-16,Bad debt
10392,-17,Closed
5038,-49,Active
12479,-38,Closed
196,-21,Closed
4065,-38,Active
13745,-22,Active
1431,-9,Active
1428,-10,Bad debt
6611,-6,Unknown
8289,-59,Closed
841,-35,Closed
12672,-36,Closed
7397,-46,Bad debt
5686,-17,Bad debt
9103,-54,Closed
14256,-40,Closed
1121,-54,Active
12551,-7,Closed
10247,-20,Closed
13307,-52,Active
1038,-10,Closed
2935,-56,Unknown
12400,-17,Closed
6096,-37,Bad debt
6133,-49,Closed
2659,-58,Active
3538,-42,Bad debt
9005,-47,Closed
769,-26,Closed
5935,-1,Closed
4109,-12,Bad debt
3146,-14,Active
7341,-4,Active
68,-38,Bad debt
6928,-50,Unknown
12248,-44,Bad debt
3814,-58,Bad debt
11937,-49,Closed
5839,-51,Active
3408,-60,Unknown
10162,-20,Closed
3448,-5,Bad debt
12509,-60,Closed
14936,-2,Bad debt
5536,-14,Bad debt
4120,-49,Unknown
6392,-45,Unknown
5559,-47,Unknown
6840,-41,Unknown
9176,-39,Unknown
10501,-17,Unknown
5027,-49,Bad debt
13919,-4,Closed
14366,-39,Closed
12472,-49,Closed
5958,-54,Active
6242,-10,Closed
2510,-2,Active
426,-39,Unknown
1974,-14,Active
5790,-3,Unknown
7821,-26,Closed
1219,-14,Bad debt
5328,-23,Unknown
6711,-51,Active
10411,-52,Active
13946,-16,Unknown
6653,-41,Unknown
4041,-53,Active
8283,-26,Active
14724,-34,Active
12464,-8,Bad debt
3303,-13,Bad debt
13438,-55,Active
9388,-18,Closed
10682,-56,Closed
8721,-29,Unknown
9355,-1,Active
5358,-14,Active
7629,-16,Closed
4353,-53,Bad debt
4911,-28,Closed
14832,-55,Active
9805,-40,Bad debt
1099,-33,Bad debt
14619,-32,Active
9465,-17,Unknown
5932,-54,Bad debt
9114,-9,Unknown
4918,-33,Active
13901,-55,Active
14323,-39,Closed
1382,-51,Active
1511,-30,Closed
2291,-54,Closed
14240,-20,Bad debt
9621,-36,Active
9512,-49,Bad debt
6480,-56,Unknown
7568,-30,Bad debt
13059,-4,Unknown
12069,-34,Unknown
3142,-47,Unknown
6654,-41,Active
10324,-25,Closed
12444,-56,Bad debt
10910,-15,Active
836,-34,Active
14251,-35,Closed
7598,-52,Active
1697,-59,Unknown
2845,-33,Closed
1235,-8,Active
13126,-54,Closed
4089,-16,Active
9271,-35,Closed
7413,-28,Bad debt
10398,-20,Active
995,-40,Closed
7288,-31,Closed
14168,-15,Closed
3797,-15,Active
2442,-18,Closed
13975,-29,Unknown
4641,-1,Bad debt
11098,-54,Unknown
8683,-32,Closed
1845,-53,Active
8422,-36,Active
4285,-51,Active
2392,-57,Unknown
337,-13,Closed
330,-37,Closed
1509,-34,Closed
4338,-12,Active
14866,-58,Closed
14367,-35,Bad debt
4868,-50,Unknown
2279,-26,Closed
6515,-60,Unknown
4382,-25,Closed
1312,-54,Bad debt
14526,-51,Active
12349,-12,Bad debt
355,-16,Closed
1877,-10,Active
895,-38,Bad debt
9555,-1,Active
8725,-58,Closed
379,-26,Closed
12283,-50,Active
12646,-13,Active
2832,-41,Bad debt
9297,-59,Active
216,-32,Closed
3353,-44,Active
5465,-7,Unknown
14739,-29,Active
12465,-33,Active
12535,-12,Bad debt
2070,-52,Active
12715,-54,Closed
13509,-56,Bad debt
4289,-54,Bad debt
1725,-12,Bad debt
13681,-49,Closed
2430,-52,Active
11649,-10,Active
9503,-32,Closed
4926,-26,Bad debt
3051,-51,Bad debt
7950,-34,Bad debt
3053,-18,Closed
9738,-25,Unknown
3504,-42,Closed
2061,-17,Closed
6867,-13,Closed
499,-35,Closed
3518,-21,Closed
3477,-55,Active
7944,-4,Unknown
4210,-16,Bad debt
2908,-32,Bad debt
13531,-19,Active
7332,-35,Bad debt
3848,-34,Bad debt
12503,-2,Closed
10955,-35,Unknown
1168,-39,Bad debt
5582,-35,Active
9878,-33,Active
1364,-33,Active
9718,-49,Unknown
6924,-51,Closed
14129,-6,Bad debt
8331,-43,Active
1546,-31,Unknown
1291,-23,Closed
2150,-32,Closed
1633,-4,Unknown
3769,-1,Active
5254,-23,Unknown
9104,-20,Unknown
9946,-30,Closed
14937,-6,Bad debt
1481,-9,Active
13400,-49,Bad debt
13354,-33,Closed
1774,-35,Unknown
11907,-58,Active
12684,-51,Closed
819,-37,Bad debt
12713,-56,Bad debt
6095,-14,Closed
4921,-30,Bad debt
13709,-51,Unknown
1463,-53,Closed
7313,-12,Bad debt
14506,-40,Bad debt
8837,-24,Active
12092,-17,Closed
3340,-22,Bad debt
14867,-52,Bad debt
9749,-21,Bad debt
12389,-60,Active
1418,-10,Active
2758,-23,Active
8569,-25,Closed
14206,-8,Closed
13207,-44,Bad debt
7158,-48,Unknown
8364,-59,Unknown
4828,-30,Unknown
6233,-49,Active
9329,-12,Closed
9333,-4,Active
13846,-29,Bad debt
6020,-52,Bad debt
8607,-8,Closed
14145,-17,Bad debt
3768,-31,Active
7935,-43,Closed
3493,-46,Unknown
11670,-31,Unknown
1262,-51,Unknown
3614,-47,Closed
11299,-7,Unknown
9614,-57,Active
14334,-37,Closed
1210,-8,Active
4440,-46,Active
831,-24,Unknown
3845,-46,Bad debt
11321,-2,Closed
3772,-29,Closed
4468,-40,Unknown
3684,-7,Closed
9370,-41,Active
9147,-56,Bad debt
13373,-43,Bad debt
7261,-20,Closed
9009,-38,Unknown
5242,-34,Active
12640,-12,Unknown
10162,-12,Unknown
9244,-38,Bad debt
8097,-9,Closed
12231,-29,Unknown
10028,-26,Active
1137,-42,Active
4098,-52,Bad debt
14512,-8,Bad debt
2656,-18,Bad debt
8971,-2,Closed
8760,-9,Unknown
75,-34,Unknown
14068,-18,Closed
1861,-17,Bad debt
2999,-26,Closed
683,-59,Active
2180,-30,Unknown
8438,-60,Closed
5349,-19,Active
7670,-6,Active
14665,-12,Closed
13443,-16,Active
5770,-12,Bad debt
1285,-4,Bad debt
11629,-11,Unknown
6173,-23,Unknown
10499,-15,Active
265,-19,Bad debt
9967,-10,Unknown
1384,-37,Closed
12838,-44,Active
7018,-22,Closed
14389,-18,Closed
3604,-39,Bad debt
14667,-60,Active
9394,-18,Closed
8042,-1,Bad debt
14364,-10,Active
9582,-57,Unknown
13891,-2,Active
4100,-6,Active
4901,-11,Active
3081,-36,Closed
6379,-7,Unknown
11807,-35,Bad debt
3087,-10,Closed
12131,-44,Unknown
4139,-18,Active
10611,-20,Bad debt
7572,-43,Bad debt
8569,-39,Active
8951,-2,Closed
7619,-28,Bad debt
12176,-7,Active
10426,-39,Bad debt
6410,-21,Active
14762,-14,Unknown
14709,-8,Active
7028,-31,Active
10079,-54,Bad debt
14537,-11,Closed
8137,-44,Active
3739,-29,Bad debt
13556,-18,Closed
3601,-52,Closed
10760,-45,Closed
3157,-14,Closed
6931,-35,Closed
11271,-39,Closed
10338,-43,Closed
101,-2,Bad debt
5135,-36,Closed
6751,-19,Closed
8484,-44,Closed
3882,-31,Bad debt
3301,-38,Bad debt
6754,-2,Closed
2838,-18,Closed
8624,-4,Active
12305,-10,Unknown
5022,-6,Unknown
3871,-13,Bad debt
12246,-51,Active
4962,-55,Closed
11098,-29,Unknown
3352,-51,Closed
14973,-58,Closed
8563,-24,Active
8519,-5,Closed
3495,-47,Closed
11855,-6,Unknown
4472,-50,Closed
12382,-31,Active
3193,-30,Unknown
6142,-30,Active
5171,-35,Closed
4515,-43,Closed
10569,-47,Bad debt
10142,-42,Active
1726,-56,Closed
9720,-11,Unknown
5538,-45,Bad debt
14081,-20,Active
1200,-40,Bad debt
12761,-29,Closed
10123,-50,Unknown
7310,-40,Closed
5646,-17,Unknown
12439,-31,Closed
7343,-42,Closed
11175,-59,Unknown
13050,-47,Unknown
2142,-40,Bad debt
3521,-22,Unknown
8788,-21,Closed
13966,-45,Bad debt
13267,-51,Unknown
9234,-55,Active
8571,-47,Active
10792,-27,Closed
8416,-40,Bad debt
10567,-35,Bad debt
7101,-58,Bad debt
4348,-55,Closed
2464,-23,Active
8037,-54,Closed
13585,-16,Active
4563,-9,Bad debt
12350,-23,Bad debt
694,-10,Closed
12937,-41,Closed
5220,-16,Unknown
6938,-46,Active
7148,-38,Bad debt
12853,-8,Closed
10194,-16,Bad debt
938,-50,Closed
1058,-46,Unknown
1242,-3,Unknown
594,-15,Closed
8756,-39,Active
4789,-55,Unknown
7209,-5,Active
12681,-2,Unknown
922,-2,Bad debt
14715,-36,Bad debt
12160,-13,Bad debt
3456,-6,Closed
12132,-24,Bad debt
5107,-4,Active
8846,-33,Active
4353,-6,Active
9057,-39,Unknown
13624,-59,Closed
11649,-30,Unknown
598,-21,Bad debt
12123,-7,Bad debt
10755,-38,Unknown
783,-34,Active
2593,-19,Unknown
2674,-59,Unknown
571,-57,Active
2710,-34,Bad debt
10816,-54,Unknown
1970,-42,Bad debt
10183,-50,Closed
8267,-10,Bad debt
1530,-45,Closed
11488,-11,Bad debt
9947,-41,Closed
12239,-54,Bad debt
4822,-13,Bad debt
5080,-37,Closed
5503,-20,Active
7958,-9,Bad debt
10554,-14,Bad debt
322,-21,Unknown
297,-58,Active
5838,-27,Closed
13570,-31,Bad debt
4407,-36,Unknown
5612,-59,Active
12920,-7,Unknown
3514,-43,Bad debt
9218,-19,Active
2495,-50,Active
12653,-46,Unknown
5004,-4,Unknown
781,-41,Active
3204,-19,Active
14468,-59,Active
7175,-26,Unknown
11631,-23,Bad debt
1377,-3,Unknown
4973,-59,Bad debt
13467,-39,Closed
13344,-21,Closed
8669,-27,Active
6588,-22,Active
6851,-49,Bad debt
11187,-15,Active
5218,-10,Unknown
10492,-2,Active
357,-50,Closed
490,-7,Closed
6251,-7,Unknown
14519,-41,Active
2670,-57,Unknown
5065,-13,Closed
1776,-56,Bad debt
14689,-19,Bad debt
5706,-5,Closed
12338,-22,Unknown
11505,-18,Bad debt
8553,-20,Active
6053,-51,Bad debt
8525,-24,Active
10862,-35,Unknown
10348,-26,Active
13385,-32,Unknown
11570,-57,Unknown
10052,-23,Active
12597,-30,Bad debt
6825,-14,Bad debt
13518,-33,Active
14221,-1,Closed
658,-49,Bad debt
14283,-17,Unknown
8701,-36,Active
594,-3,Bad debt
12324,-15,Bad debt
8904,-39,Bad debt
4665,-17,Closed
6443,-50,Closed
801,-51,Bad debt
11200,-5,Active
10692,-38,Unknown
11090,-7,Closed
13245,-49,Active
12120,-58,Closed
4664,-45,Closed
11446,-48,Unknown
6382,-24,Unknown
14263,-34,Active
2373,-58,Active
5350,-27,Unknown
9564,-54,Unknown
11028,-49,Unknown
2793,-28,Unknown
1002,-41,Closed
14156,-9,Closed
6851,-13,Closed
1165,-31,Unknown
6000,-4,Unknown
7313,-2,Active
13027,-33,Bad debt
1986,-7,Unknown
1270,-7,Closed
3601,-32,Unknown
13370,-39,Closed
12278,-31,Bad debt
10455,-22,Bad debt
7058,-60,Unknown
11458,-25,Bad debt
6457,-40,Unknown
10980,-54,Active
2974,-51,Closed
902,-31,Closed
12304,-34,Unknown
2199,-24,Unknown
2840,-51,Closed
11159,-36,Active
10152,-34,Closed
5371,-15,Active
9467,-21,Active
13240,-2,Closed
14874,-59,Unknown
11003,-5,Active
4170,-35,Bad debt
11507,-14,Bad debt
6717,-50,Active
13082,-59,Bad debt
14372,-52,Bad debt
14007,-21,Unknown
5909,-25,Active
6206,-28,Bad debt
458,-50,Bad debt
5037,-49,Active
799,-11,Bad debt
7498,-27,Bad debt
4907,-29,Unknown
10158,-45,Bad debt
11715,-45,Unknown
9162,-43,Unknown
12369,-31,Unknown
10900,-57,Active
8655,-50,Closed
823,-4,Unknown
9522,-55,Active
11903,-49,Closed
6676,-19,Bad debt
12328,-57,Bad debt
14006,-43,Unknown
411,-48,Bad debt
14327,-17,Active
7747,-23,Active
1512,-21,Closed
4234,-28,Unknown
5315,-14,Bad debt
552,-59,Closed
13400,-56,Closed
13742,-14,Unknown
6121,-21,Unknown
111,-56,Closed
8289,-25,Unknown
11931,-32,Closed
2780,-52,Unknown
14998,-9,Active
13007,-48,Bad debt
14727,-5,Active
7312,-37,Unknown
5833,-37,Bad debt
7715,-39,Bad debt
5319,-7,Unknown
5551,-40,Bad debt
13861,-39,Active
4705,-37,Unknown
2873,-43,Active
8728,-3,Unknown
1091,-41,Active
14096,-43,Bad debt
1014,-14,Unknown
2928,-1,Bad debt
13708,-19,Closed
5506,-25,Closed
8938,-11,Closed
5923,-34,Unknown
14499,-6,Closed
1787,-49,Unknown
9454,-45,Bad debt
14170,-55,Active
6981,-7,Active
11706,-3,Closed
10905,-28,Active
10469,-56,Closed
6720,-55,Unknown
2225,-2,Unknown
13123,-7,Active
9944,-51,Closed
14396,-35,Active
1396,-17,Active
14428,-40,Bad debt
8900,-60,Bad debt
6377,-55,Closed
359,-43,Active
9945,-58,Closed
7594,-52,Closed
10573,-23,Unknown
9094,-18,Active
4111,-40,Active
6890,-17,Bad debt
3825,-34,Closed
10225,-58,Active
12054,-2,Unknown
8110,-15,Active
11897,-38,Closed
2457,-49,Bad debt
1100,-40,Bad debt
5069,-57,Closed
14123,-26,Active
8247,-36,Bad debt
626,-9,Unknown
884,-12,Closed
14980,-1,Bad debt
11258,-47,Unknown
5667,-53,Unknown
8182,-10,Bad debt
4988,-47,Active
12626,-5,Active
74,-9,Closed
6305,-3,Active
10854,-47,Closed
8329,-13,Closed
9709,-23,Closed
8219,-8,Bad debt
1791,-25,Active
9577,-41,Closed
6601,-21,Closed
14756,-24,Closed
435,-10,Closed
10736,-31,Active
