SK_ID_BUREAU,SK_ID_CURR,DAYS_CREDIT,AMT_CREDIT_SUM,CREDIT_SUM_LIMIT,CREDIT_TYPE
10888,103345,-3690,13541.99,16890.19,Mortgage
10889,101343,-1788,37093.23,13375.33,Car loan
10890,111228,-132,43546.61,17027.09,Car loan
10891,107761,-2986,28194.03,16950.45,Car loan
10892,103942,-166,40072.04,15228.65,Other
10893,110368,-1496,9936.4,13397.49,Consumer credit
10894,101106,-1539,1578.26,5873.96,Other
10895,105793,-368,6684.7,10782.16,Other
10896,114544,-642,42463.14,8290.98,Mortgage
10897,103967,-86,25746.76,15139.75,Other
10898,100110,-2378,17184.72,7625.36,Credit card
10899,103646,-2361,40856.09,16008.78,Credit card
10900,100660,-1951,42114.02,7626.84,Other
10901,110171,-1449,27665.21,5283.19,Other
10902,105849,-1665,16903.92,6039.03,Consumer credit
10903,114776,-1683,48956.17,4899.65,Car loan
10904,112807,-1157,30275.09,13508.11,Car loan
10905,102296,-2488,32332.9,5274.64,Mortgage
10906,102980,-608,28480.25,15406.93,Other
10907,109957,-1549,18762.45,9334.38,Credit card
10908,109010,-3317,24503.31,18759.38,Consumer credit
10909,113078,-2743,21956.55,7720.46,Credit card
10910,100728,-3616,11383.87,3702.91,Other
10911,104128,-1307,30211.79,2413.42,Mortgage
10912,106424,-1130,13960.65,17361.77,Other
10913,106228,-2008,24587.14,17521.31,Mortgage
10914,104810,-3243,14154.44,12146.23,Credit card
10915,105961,-747,29772.34,19419.35,Car loan
10916,114689,-3116,2227.13,281.59,Mortgage
10917,104523,-1080,37541.34,12424.21,Mortgage
10918,107328,-1165,43753.61,2049.08,Mortgage
10919,110387,-2523,19174.43,13682.46,Other
10920,109356,-3364,48203.36,1515.45,Consumer credit
10921,113034,-3120,34394.7,5645.59,Credit card
10922,107426,-1346,42420.01,6729.34,Car loan
10923,109221,-979,30254.03,19805.98,Credit card
10924,110112,-254,26266.79,7507.43,Other
10925,112754,-288,7220.87,18605.67,Mortgage
10926,110715,-1977,2243.93,14163.76,Mortgage
10927,112194,-1867,36061.52,17799.61,Credit card
10928,113634,-686,7593.23,16816.21,Mortgage
10929,112280,-3167,30297.38,18692.25,Consumer credit
10930,108478,-1069,49454.48,10437.45,Credit card
10931,113739,-446,21845.72,19421.75,Other
10932,105587,-1774,5115.29,19871.14,Car loan
10933,100779,-550,24474.52,18260.97,Credit card
10934,110006,-2411,16457.16,2687.93,Mortgage
10935,104157,-2941,23966.6,2943.42,Mortgage
10936,103824,-289,15744.8,9292.26,Car loan
10937,108028,-1181,19775.43,17574.13,Credit card
10938,108169,-428,36116.4,9302.98,Mortgage
10939,101345,-2534,14913.96,10806.22,Car loan
10940,105736,-1419,6584.3,16897.1,Other
10941,106621,-2830,43831.35,9506.05,Other
10942,102644,-785,26697.72,19891.43,Credit card
10943,105602,-2845,40893.28,10874.86,Car loan
10944,106443,-3635,26876.63,19694.15,Other
10945,113843,-2328,46733.14,11152.79,Credit card
10946,113532,-2661,40703.65,8685.72,Credit card
10947,112677,-3060,31390.17,18441.01,Car loan
10948,110893,-2038,17405.42,842.99,Other
10949,107336,-100,7666.12,11145.14,Consumer credit
10950,101695,-1518,38839.83,1149.93,Other
10951,104889,-1802,39796.34,14654.17,Other
10952,107055,-1717,18522.54,68.26,Other
10953,103372,-2029,24072.77,2482.64,Credit card
10954,101542,-929,7440.94,17838.46,Mortgage
10955,105102,-1017,42584.27,10011.18,Mortgage
10956,109579,-694,26990.6,8557.72,Consumer credit
10957,102821,-2551,38848.51,17813.63,Car loan
10958,102459,-3242,16617.15,13765.62,Credit card
10959,105724,-1110,45410.34,19652.17,Mortgage
10960,105011,-1074,38751.37,15548.62,Mortgage
10961,107596,-1224,23670.54,3191.35,Mortgage
10962,108206,-3265,13579.82,2102.17,Mortgage
10963,112827,-2385,22136.61,11920.21,Mortgage
10964,113870,-2967,20742.12,18992.2,Consumer credit
10965,114794,-966,44843.14,19096.33,Consumer credit
10966,112964,-828,31291.34,93.16,Mortgage
10967,106736,-563,36419.51,484.68,Mortgage
10968,103894,-1711,48561.16,17414.44,Other
10969,101076,-341,38564.35,5684.7,Other
10970,114252,-1099,21238.32,18016.51,Mortgage
10971,114903,-881,41930.2,79.6,Consumer credit
10972,101771,-185,15566.63,10203.23,Other
10973,107803,-494,37872.92,1850.39,Car loan
10974,101314,-1408,16091.96,12118.08,Consumer credit
10975,108601,-1388,22316.13,12494.17,Other
10976,112283,-3238,24266.03,14300.89,Credit card
10977,114609,-2577,49680.26,18975.27,Mortgage
10978,101277,-125,13037.0,13370.6,Mortgage
10979,100761,-3079,16385.46,10154.94,Other
10980,107170,-1019,39914.12,13162.47,Consumer credit
10981,103984,-467,33675.83,4150.26,Other
10982,106682,-6,40283.48,2550.51,Credit card
10983,114353,-2733,19509.79,2705.99,Mortgage
10984,111191,-1089,40049.95,11004.22,Other
10985,102451,-3916,17942.06,7973.38,Mortgage
10986,100466,-3589,20055.42,9530.25,Other
10987,100057,-2045,14748.65,18448.24,Credit card
10988,111742,-2023,12453.15,11097.0,Other
10989,100977,-3979,46796.68,15859.98,Consumer credit
10990,101470,-2826,31332.87,11023.29,Car loan
10991,112184,-1814,19733.57,6342.34,Car loan
10992,103078,-6,38829.44,727.49,Car loan
10993,112286,-3040,11494.4,8858.64,Other
10994,106405,-3140,25999.55,8948.34,Credit card
10995,100208,-367,46005.01,13229.68,Credit card
10996,103835,-528,32735.67,19569.28,Credit card
10997,103333,-2701,49441.38,4540.75,Mortgage
10998,101854,-403,16217.52,16784.42,Consumer credit
10999,101402,-3983,6221.24,11371.23,Credit card
11000,107760,-664,32097.5,628.12,Consumer credit
11001,112661,-1645,15474.62,3069.17,Credit card
11002,113816,-1503,28965.96,12041.95,Other
11003,106511,-3961,12754.29,6141.52,Consumer credit
11004,100331,-1569,13343.2,15837.69,Other
11005,103200,-2224,26197.46,5677.76,Mortgage
11006,107533,-1320,27946.77,13475.52,Other
11007,103306,-3978,45473.32,8352.99,Consumer credit
11008,108355,-1450,27668.33,3348.55,Car loan
11009,113227,-729,8579.86,321.94,Consumer credit
11010,110695,-2487,4666.62,13149.49,Other
11011,100942,-2930,17980.74,715.36,Consumer credit
11012,104878,-2820,3517.09,15804.42,Consumer credit
11013,114847,-1005,11565.95,5002.18,Mortgage
11014,103512,-3575,26938.19,1967.54,Mortgage
11015,113765,-3463,8967.16,174.55,Mortgage
11016,113191,-3347,31167.44,1911.51,Consumer credit
11017,103996,-3573,27388.49,15332.18,Other
11018,110039,-1594,33148.46,652.72,Mortgage
11019,110606,-1428,49545.6,17109.49,Mortgage
11020,105388,-895,26064.08,9385.81,Consumer credit
11021,106917,-2836,35114.9,15340.8,Car loan
11022,113126,-937,17841.26,6812.9,Other
11023,103055,-1716,43251.93,2857.86,Car loan
11024,101809,-1726,11293.34,9067.15,Consumer credit
11025,103697,-1073,31815.72,9141.46,Consumer credit
11026,109990,-1059,8727.38,2262.49,Consumer credit
11027,114042,-2451,976.01,11741.92,Credit card
11028,111570,-3437,37763.32,5363.23,Credit card
11029,104155,-3419,29428.61,11715.98,Car loan
11030,112919,-1957,33581.07,5411.57,Other
11031,103752,-976,18682.73,12427.08,Mortgage
11032,111960,-3190,17300.72,18712.27,Mortgage
11033,111839,-3158,28446.01,14510.39,Other
11034,109435,-2377,1926.19,15198.33,Mortgage
11035,106943,-1393,49877.69,14256.06,Other
11036,106596,-2341,7085.18,9931.34,Car loan
11037,112396,-2335,38303.23,17168.75,Mortgage
11038,109604,-49,30735.86,4192.73,Other
11039,102351,-2706,9878.09,1242.52,Credit card
11040,105705,-1917,2437.69,395.7,Credit card
11041,102773,-3815,21322.91,18385.7,Car loan
11042,103857,-3597,23253.21,5507.14,Mortgage
11043,111831,-388,40407.47,14064.16,Other
11044,102626,-1266,13043.32,122.37,Other
11045,109986,-823,11526.5,4103.64,Consumer credit
11046,113271,-2590,1919.17,5169.05,Other
11047,101027,-2117,15905.27,7574.6,Other
11048,109857,-2274,36348.32,18644.58,Other
11049,109365,-3451,14228.67,14888.11,Mortgage
11050,103016,-3393,1836.04,6418.9,Consumer credit
11051,112707,-2215,19336.46,8347.64,Credit card
11052,111162,-2102,9184.83,15281.92,Credit card
11053,101698,-930,23802.43,12554.38,Credit card
11054,113844,-874,3552.33,1361.94,Car loan
11055,112669,-2616,25628.54,1328.12,Mortgage
11056,101312,-1578,35775.19,8245.03,Car loan
11057,111425,-3061,5309.78,1305.45,Mortgage
11058,107640,-2068,2649.49,10980.74,Car loan
11059,107534,-2449,24981.34,12967.84,Other
11060,103227,-3227,35221.77,4884.14,Car loan
11061,101568,-737,17198.23,7512.08,Mortgage
11062,100182,-3592,4977.26,9812.76,Other
11063,113379,-1493,4977.09,942.55,Credit card
11064,110793,-1498,21262.29,1570.55,Other
11065,108582,-2828,45382.69,19460.29,Other
11066,105268,-909,33335.22,17687.31,Other
11067,104635,-3429,3105.89,7487.64,Car loan
11068,108862,-256,42333.55,5309.41,Consumer credit
11069,113500,-2857,40173.5,10975.43,Credit card
11070,114268,-1434,27929.09,3120.27,Credit card
11071,102026,-343,14683.8,1192.0,Consumer credit
11072,105314,-328,41635.37,15392.11,Credit card
11073,100759,-29,2205.59,19414.81,Consumer credit
11074,107469,-3828,45648.71,16706.13,Mortgage
11075,107064,-3909,796.49,10238.73,Other
11076,112656,-296,37726.35,6338.47,Car loan
11077,109396,-502,16079.7,19736.04,Other
11078,107642,-2815,22892.51,18351.75,Consumer credit
11079,107813,-1795,40275.74,8350.37,Credit card
11080,108019,-1912,26785.08,6946.84,Consumer credit
11081,114349,-3566,6054.6,10477.58,Car loan
11082,114451,-450,23329.13,10854.75,Car loan
11083,106014,-3322,14874.66,2550.4,Consumer credit
11084,101708,-3335,4351.71,11.22,Consumer credit
11085,103228,-3011,7460.24,15583.82,Car loan
11086,113636,-2584,40373.19,16064.89,Other
11087,110767,-2870,16109.6,4024.79,Consumer credit
11088,105523,-2913,45186.19,16027.67,Other
11089,107732,-1293,30828.22,12706.76,Credit card
11090,110280,-470,15963.02,13698.93,Car loan
11091,112638,-2034,5251.23,11906.58,Consumer credit
11092,113150,-1032,21059.24,1724.65,Consumer credit
11093,100540,-1547,22250.58,3022.69,Credit card
11094,107914,-221,23773.37,4425.84,Consumer credit
11095,111300,-3765,47999.91,18682.42,Credit card
11096,109417,-2185,15366.91,15363.09,Mortgage
11097,111331,-2737,28734.66,10128.88,Consumer credit
11098,103672,-2544,48406.46,8194.72,Consumer credit
11099,101790,-2619,32845.14,5290.93,Credit card
11100,102415,-2897,4227.97,7863.96,Other
11101,105057,-2689,4226.19,10926.27,Consumer credit
11102,103880,-3563,22624.54,17039.28,Credit card
11103,110432,-679,41002.31,18428.2,Mortgage
11104,108595,-2680,16491.5,7965.06,Mortgage
11105,114987,-2168,15116.85,7588.21,Consumer credit
11106,113774,-445,22887.57,19182.16,Mortgage
11107,112338,-3495,3366.27,9572.79,Consumer credit
11108,105759,-1286,28161.6,10471.93,Other
11109,111339,-420,43023.91,11186.51,Other
11110,111116,-243,30043.72,3883.7,Car loan
11111,114299,-3215,37484.23,867.01,Mortgage
11112,109034,-2358,42925.57,748.22,Consumer credit
11113,111904,-459,20223.44,19172.34,Consumer credit
11114,111241,-407,9859.65,15201.38,Consumer credit
11115,100346,-634,39529.06,1784.69,Credit card
11116,101916,-982,22709.57,3530.88,Consumer credit
11117,113432,-2499,49538.34,5475.32,Other
11118,114826,-1927,26580.23,11871.09,Credit card
11119,111535,-1986,8317.3,7374.25,Mortgage
11120,114452,-1697,2986.21,4176.71,Other
11121,110058,-1578,42888.47,4721.11,Consumer credit
11122,112869,-217,15433.25,2055.34,Mortgage
11123,104307,-71,47812.5,10231.16,Consumer credit
11124,109505,-3084,39286.1,9854.61,Mortgage
11125,114811,-2880,46459.27,18846.12,Mortgage
11126,103812,-3197,1570.36,2395.04,Car loan
11127,106055,-655,25086.1,5458.24,Other
11128,108524,-2908,43214.78,10296.03,Other
11129,105913,-3997,3833.45,5692.91,Car loan
11130,108583,-2708,25898.73,19733.55,Car loan
11131,113667,-2061,34831.29,18443.73,Consumer credit
11132,107490,-3837,17109.92,10907.69,Consumer credit
11133,111169,-3295,29389.57,8194.1,Credit card
11134,111399,-134,21059.85,8544.08,Credit card
11135,107567,-1942,9109.56,13227.2,Consumer credit
11136,113181,-1376,8080.04,8347.19,Other
11137,103809,-981,28055.91,16208.35,Car loan
11138,101127,-60,29474.92,11473.32,Mortgage
11139,101399,-596,34383.53,18634.19,Mortgage
11140,110354,-245,49721.99,2087.72,Consumer credit
11141,102517,-2814,22801.33,17273.3,Other
11142,110263,-1542,43726.06,14695.03,Mortgage
11143,105550,-3704,33898.18,9586.92,Car loan
11144,106721,-2194,40216.98,10653.96,Credit card
11145,104550,-1921,44988.38,9140.57,Other
11146,104511,-3804,947.76,15244.26,Other
11147,101994,-1093,31259.2,14871.2,Other
11148,114519,-2603,7213.86,18321.87,Car loan
11149,101751,-338,3610.09,9926.12,Car loan
11150,111698,-1712,14067.87,13262.16,Mortgage
11151,105167,-1554,34780.76,5187.8,Other
11152,109585,-2016,42367.7,17137.03,Other
11153,106493,-1296,13604.04,2994.07,Car loan
11154,107377,-1507,36460.9,3878.33,Car loan
11155,103223,-1895,43022.59,17274.98,Mortgage
11156,107412,-860,13261.32,3794.77,Consumer credit
11157,105340,-1024,46852.36,13174.47,Car loan
11158,109859,-3799,1553.21,5950.88,Credit card
11159,110187,-2478,39482.97,9731.93,Other
11160,113324,-1552,20722.07,7905.89,Car loan
11161,108079,-3398,41765.02,9251.29,Other
11162,113875,-2704,30463.02,3361.35,Consumer credit
11163,111019,-493,41863.74,15078.6,Consumer credit
11164,105900,-1144,33403.03,1724.84,Consumer credit
11165,112214,-1609,33866.95,15848.99,Car loan
11166,105769,-34,38266.28,2349.14,Consumer credit
11167,102599,-1450,37503.99,1892.88,Credit card
11168,103157,-519,13147.47,3859.84,Car loan
11169,103406,-3340,47761.93,779.1,Other
11170,101486,-568,500.84,4368.55,Other
11171,109196,-2891,9490.15,5959.19,Mortgage
11172,102498,-811,36621.11,15889.8,Other
11173,105146,-3217,24311.24,10726.43,Credit card
11174,110903,-2485,44335.5,5722.03,Other
11175,108760,-3684,44184.62,9579.34,Car loan
11176,102297,-3584,32089.07,6311.77,Credit card
11177,103344,-398,28306.4,10224.12,Consumer credit
11178,101345,-1319,17270.73,9841.4,Consumer credit
11179,103325,-1483,24467.26,5611.78,Consumer credit
11180,114877,-34,20094.81,10542.89,Car loan
11181,104950,-3819,33343.87,10480.51,Other
11182,109337,-1793,7017.53,5840.25,Consumer credit
11183,107050,-1585,27689.07,13342.9,Credit card
11184,101201,-124,45054.42,15218.48,Mortgage
11185,100179,-1865,37961.46,19688.63,Consumer credit
11186,108091,-209,28406.67,8311.99,Car loan
11187,100808,-1060,39750.69,3694.03,Credit card
11188,106985,-3701,25254.08,6809.69,Consumer credit
11189,107792,-357,32528.49,12576.36,Consumer credit
11190,102454,-2929,6063.25,16288.9,Consumer credit
11191,109472,-3452,2331.51,7169.97,Consumer credit
11192,114471,-3983,26458.65,16848.81,Other
11193,107836,-1246,3275.73,5216.55,Mortgage
11194,112982,-423,24783.81,18861.39,Consumer credit
11195,110897,-1200,43076.59,6064.68,Car loan
11196,109771,-1219,45255.12,12663.08,Car loan
11197,104469,-2915,27418.3,9642.96,Other
11198,100504,-807,18043.45,1445.8,Mortgage
11199,107550,-3891,28408.08,3487.87,Mortgage
11200,113219,-3949,21272.07,2243.09,Credit card
11201,109020,-617,45886.82,19081.05,Other
11202,103090,-3758,5119.55,10008.24,Credit card
11203,103735,-3611,13654.57,13007.46,Other
11204,100128,-238,45950.61,5195.86,Consumer credit
11205,110983,-3477,46899.82,10019.03,Credit card
11206,113531,-350,40066.87,1090.64,Car loan
11207,102045,-2716,25649.91,8487.91,Car loan
11208,114580,-812,13961.81,6719.92,Mortgage
11209,113724,-2580,33007.43,493.41,Credit card
11210,102514,-3914,18515.46,14760.02,Credit card
11211,111591,-1822,22989.12,13435.86,Car loan
11212,101880,-2572,27872.95,15924.27,Credit card
11213,101517,-1290,29167.96,16867.39,Car loan
11214,101229,-3753,37498.92,7184.96,Car loan
11215,104103,-2107,15368.7,781.46,Consumer credit
11216,111255,-3225,18795.0,7113.5,Car loan
11217,109886,-3686,42607.97,194.67,Credit card
11218,107885,-1648,9679.48,18022.3,Credit card
11219,110151,-3609,42431.55,17216.51,Credit card
11220,108358,-1193,23383.52,15397.56,Mortgage
11221,107167,-2465,43741.4,15556.37,Consumer credit
11222,114120,-1549,38260.45,1374.06,Other
11223,105517,-764,1842.47,6481.47,Consumer credit
11224,104117,-697,20473.36,1773.47,Other
11225,102314,-3456,12709.86,19191.46,Car loan
11226,105609,-1609,37329.08,4644.17,Car loan
11227,113264,-3900,7537.86,5506.53,Credit card
11228,103716,-1699,40803.83,9919.89,Mortgage
11229,114345,-3572,17337.23,1351.51,Consumer credit
11230,102690,-1884,4630.76,15727.38,Credit card
11231,105871,-3092,18743.66,16657.41,Consumer credit
11232,108158,-1283,19076.8,2774.75,Mortgage
11233,104741,-412,13196.52,18681.99,Mortgage
11234,112684,-10,18708.19,11424.36,Mortgage
11235,103938,-686,23388.53,14396.97,Mortgage
11236,107722,-2924,32541.92,10363.15,Mortgage
11237,103957,-28,6072.87,13878.12,Other
11238,105998,-183,32532.9,837.88,Other
11239,109050,-1389,41743.45,13122.08,Consumer credit
11240,105726,-3209,48312.73,15332.76,Consumer credit
11241,114885,-1059,22710.58,19867.77,Mortgage
11242,106707,-1339,37361.96,5674.26,Consumer credit
11243,101959,-2598,10370.7,351.97,Consumer credit
11244,100128,-2898,1472.82,9511.59,Other
11245,104758,-377,48293.76,6693.85,Other
11246,103747,-420,26991.29,9375.97,Other
11247,106503,-3015,29517.71,8895.7,Car loan
11248,114784,-1574,19685.33,1868.52,Car loan
11249,114363,-2944,36235.62,6957.04,Mortgage
11250,105032,-1908,49466.5,3256.58,Other
11251,110674,-2570,10822.14,1971.83,Mortgage
11252,109406,-2861,2674.0,18011.66,Other
11253,109093,-266,33076.06,12939.81,Other
11254,105267,-3581,8405.48,11056.12,Credit card
11255,102892,-250,18554.92,3581.12,Mortgage
11256,105405,-1411,44813.16,10102.98,Car loan
11257,108915,-1772,38727.4,10203.38,Consumer credit
11258,102237,-595,38582.88,3349.23,Car loan
11259,110620,-306,13012.71,1171.07,Consumer credit
11260,109824,-1678,25600.52,4393.72,Consumer credit
11261,101096,-257,20359.71,1803.69,Mortgage
11262,105337,-1563,23013.01,15649.38,Car loan
11263,100991,-3320,19976.75,5626.53,Credit card
11264,112757,-2375,49079.51,3176.62,Mortgage
11265,103416,-973,7475.52,891.07,Car loan
11266,112645,-959,1239.06,15730.95,Other
11267,112244,-2527,33298.56,10777.44,Consumer credit
11268,111115,-2199,21584.43,1679.55,Credit card
11269,109086,-3591,17021.07,4771.03,Other
11270,103518,-2241,36596.92,13010.47,Other
11271,106311,-3229,31939.77,11550.19,Mortgage
11272,103638,-3233,47391.46,19731.05,Credit card
11273,112562,-3417,8801.75,9159.21,Credit card
11274,110031,-1478,44961.97,8967.6,Consumer credit
11275,100864,-3682,9848.54,9480.18,Consumer credit
11276,109998,-2297,37674.89,4032.49,Other
11277,104917,-2350,9006.39,9438.71,Car loan
11278,100006,-957,1762.47,17123.77,Mortgage
11279,102650,-2341,1808.26,8545.53,Credit card
11280,103978,-1808,19545.38,18820.59,Mortgage
11281,105218,-2384,10370.7,12319.29,Car loan
11282,112321,-1613,872.85,4770.83,Credit card
11283,109829,-1105,11089.56,7796.15,Credit card
11284,108264,-2966,36733.87,13810.21,Mortgage
11285,103884,-739,3150.45,2661.79,Credit card
11286,114077,-1159,12917.73,17560.11,Car loan
11287,105865,-2636,47360.38,14531.66,Consumer credit
11288,103131,-8,36240.44,2575.42,Other
11289,101382,-2659,8830.97,13810.82,Car loan
11290,100151,-463,16570.15,12611.23,Car loan
11291,107093,-2639,43668.66,1056.46,Mortgage
11292,110334,-1442,45058.53,15662.23,Other
11293,105424,-3428,35502.91,10187.8,Car loan
11294,105434,-3017,48833.0,12000.42,Credit card
11295,113344,-3034,29400.95,3358.55,Consumer credit
11296,107469,-2326,2799.94,11702.17,Other
11297,104614,-3330,2278.34,1667.09,Other
11298,112431,-2272,35364.91,4748.16,Car loan
11299,105550,-1925,42867.15,14790.0,Other
11300,112421,-1041,9354.52,15617.94,Car loan
11301,111481,-689,44599.95,18224.91,Other
11302,108959,-1697,15605.54,10387.24,Consumer credit
11303,114321,-1303,34638.99,5412.39,Consumer credit
11304,105435,-3450,23108.62,935.65,Other
11305,110368,-3058,48548.53,12414.48,Other
11306,112685,-3043,23370.76,17728.45,Consumer credit
11307,109960,-1888,45535.85,7384.09,Car loan
11308,114264,-208,20737.53,2273.38,Car loan
11309,109684,-860,40002.31,1654.67,Other
11310,113700,-2875,15440.75,380.11,Credit card
11311,110961,-61,38144.54,17275.26,Mortgage
11312,109903,-3665,2389.28,7140.22,Credit card
11313,108551,-2942,5860.96,12505.9,Consumer credit
11314,107125,-571,8434.6,13217.99,Car loan
11315,103390,-1533,16484.68,18725.4,Consumer credit
11316,106699,-2729,24315.51,293.67,Mortgage
11317,112572,-3308,31391.5,19840.65,Car loan
11318,107258,-702,11555.9,4325.48,Credit card
11319,101399,-1652,43627.86,4.7,Consumer credit
11320,103291,-1069,36366.84,7287.2,Mortgage
11321,112619,-1816,5791.46,918.46,Mortgage
11322,109602,-3441,38262.28,3470.21,Other
11323,105983,-224,5434.29,17351.93,Consumer credit
11324,107468,-698,7761.55,9121.14,Other
11325,105588,-2856,47939.83,11861.39,Consumer credit
11326,104882,-1323,19572.76,14548.74,Mortgage
11327,111660,-95,18327.71,14559.5,Credit card
11328,112655,-1648,16520.71,7131.16,Consumer credit
11329,102678,-1637,46154.26,3812.16,Other
11330,105169,-2828,10579.85,661.17,Consumer credit
11331,105566,-3220,20372.27,11783.23,Car loan
11332,113977,-127,17834.79,10670.25,Credit card
11333,105740,-3778,3678.58,9081.1,Other
11334,109601,-2428,8897.89,2297.6,Mortgage
11335,102096,-614,28669.76,3660.1,Credit card
11336,106319,-3821,3491.8,799.48,Credit card
11337,101154,-1655,38667.73,607.64,Credit card
11338,104828,-3473,2607.46,7020.51,Consumer credit
11339,106201,-3579,3537.53,7881.3,Car loan
11340,105491,-3771,38285.34,15110.04,Credit card
11341,114359,-3824,24574.43,7712.08,Car loan
11342,100066,-3760,44625.42,18574.33,Consumer credit
11343,114140,-1761,22508.38,11454.07,Consumer credit
11344,109966,-629,20428.79,4340.94,Credit card
11345,101622,-2213,30241.09,3213.7,Consumer credit
11346,102492,-1605,14425.04,4766.16,Mortgage
11347,112732,-2332,7657.86,1073.09,Mortgage
11348,110399,-3661,24029.77,1014.46,Other
11349,112481,-2706,33681.67,4617.38,Mortgage
11350,105888,-2698,36812.52,3205.29,Other
11351,109688,-2804,47312.15,11189.18,Car loan
11352,107584,-2659,28179.47,18347.58,Credit card
11353,112316,-3222,18236.49,10063.02,Mortgage
11354,103810,-1458,24397.64,3918.64,Mortgage
11355,102930,-92,13967.17,3380.86,Credit card
11356,111673,-3181,46789.92,19267.04,Car loan
11357,102280,-3904,25872.0,3808.15,Mortgage
11358,100735,-2915,35855.0,521.05,Consumer credit
11359,102220,-3268,13485.33,19683.87,Credit card
11360,101473,-2276,7655.27,11572.98,Other
11361,114574,-968,43475.22,8172.49,Mortgage
11362,109446,-1746,34826.57,10402.1,Consumer credit
11363,101169,-988,13204.46,7804.8,Mortgage
11364,113165,-1580,5570.51,10127.26,Other
11365,104206,-336,38718.8,12063.71,Credit card
11366,111367,-1784,41326.73,14103.1,Mortgage
11367,102391,-2581,47181.03,18192.9,Credit card
11368,111618,-1994,30232.97,4915.86,Credit card
11369,105201,-3354,1698.85,5155.01,Car loan
11370,103160,-853,8740.21,3255.2,Consumer credit
11371,107888,-1031,19784.57,12109.13,Mortgage
11372,101636,-3877,48529.8,5583.96,Mortgage
11373,105077,-1975,3651.98,4419.82,Credit card
11374,109868,-1631,8253.02,12629.68,Consumer credit
11375,108041,-1345,45943.04,5455.7,Other
11376,100570,-3188,46416.91,1147.37,Other
11377,100374,-583,41234.03,17589.45,Mortgage
11378,107887,-2198,12224.66,17559.63,Credit card
11379,100305,-1999,31686.12,10997.29,Consumer credit
11380,104927,-2670,41944.97,12933.47,Other
11381,114330,-1242,2766.22,17180.11,Credit card
11382,104853,-2628,45477.98,17.77,Consumer credit
11383,112105,-1599,11264.87,10801.36,Car loan
11384,101988,-2999,9079.57,18555.72,Other
11385,104265,-3397,7277.36,17309.44,Other
11386,107829,-1443,2748.1,16971.56,Credit card
11387,108684,-261,21731.27,10851.4,Other
11388,112253,-3078,24415.46,7836.73,Consumer credit
11389,114489,-1898,9436.08,2766.29,Car loan
11390,111321,-3226,24662.01,3365.33,Other
11391,103237,-1615,13298.15,7288.85,Mortgage
11392,103706,-3096,17878.42,827.12,Credit card
11393,103564,-2207,8627.85,14379.37,Credit card
11394,107436,-113,21050.66,5590.77,Consumer credit
11395,107167,-1771,9412.63,9656.44,Credit card
11396,101394,-411,7670.16,2188.72,Credit card
11397,105222,-1970,45191.28,4888.13,Credit card
11398,104511,-2582,33340.14,15282.56,Credit card
11399,113956,-490,32126.0,9920.26,Car loan
11400,112870,-2246,6874.7,14423.36,Credit card
11401,100325,-2919,48027.29,2262.72,Mortgage
11402,109153,-421,33507.89,19042.26,Credit card
11403,111793,-3503,47816.64,3316.46,Car loan
11404,102481,-270,29224.34,3004.5,Credit card
11405,106609,-904,28330.97,17226.15,Consumer credit
11406,112172,-414,47988.89,7463.7,Other
11407,102692,-1221,40612.58,4068.33,Consumer credit
11408,112976,-1060,16845.61,2081.37,Car loan
11409,110058,-3465,48531.21,17529.9,Consumer credit
11410,108492,-2543,2926.09,6491.04,Other
11411,100900,-3757,31858.8,3889.93,Other
11412,103400,-591,31264.84,11855.48,Car loan
11413,104163,-2341,15635.29,17187.98,Other
11414,110739,-3135,48071.96,15435.49,Other
11415,110836,-3406,15370.0,10964.92,Consumer credit
11416,107762,-1358,15426.46,6401.04,Mortgage
11417,111191,-3923,22048.61,4303.59,Mortgage
11418,114394,-1109,49394.64,3697.75,Car loan
11419,100629,-190,3826.35,7974.84,Car loan
11420,113866,-3635,22130.61,1709.59,Credit card
11421,109352,-216,7061.06,19025.49,Credit card
11422,107571,-1090,41304.38,9806.48,Other
11423,114069,-1569,26648.75,19467.37,Other
11424,104231,-760,8294.9,4792.36,Consumer credit
11425,107474,-2014,48673.39,15580.72,Credit card
11426,102196,-3272,42226.92,9188.44,Consumer credit
11427,108641,-2583,32076.56,14040.24,Other
11428,114420,-2070,2119.46,11983.23,Mortgage
11429,102395,-3332,8754.01,10738.81,Other
11430,105323,-3786,18627.49,1134.03,Consumer credit
11431,111176,-1406,6811.13,17214.41,Credit card
11432,108490,-1145,42433.58,1482.48,Credit card
11433,103329,-2096,16607.18,3203.32,Credit card
11434,113990,-2931,42008.29,13635.99,Car loan
11435,111881,-1050,9914.03,9724.04,Other
11436,104857,-191,20689.11,12360.08,Mortgage
11437,109478,-1148,46467.91,14990.42,Other
11438,100392,-3964,5242.36,19882.64,Other
11439,106695,-1454,5038.42,6053.72,Other
11440,113267,-3562,33369.33,13559.48,Credit card
11441,102026,-1222,12478.22,1029.73,Credit card
11442,113647,-3693,33393.47,19263.03,Car loan
11443,101782,-995,12266.26,15200.61,Car loan
11444,101403,-2423,28743.89,12615.71,Other
11445,113298,-1272,17492.47,16840.91,Credit card
11446,111026,-70,36370.3,18856.05,Mortgage
11447,106287,-1272,38403.24,17840.47,Consumer credit
11448,102959,-1985,35630.28,15313.55,Car loan
