SK_ID_PREV,NAME_PAYMENT_TYPE,CNT_PAYMENT,DAYS_LAST_DUE,DAYS_TERMINATION,SELLERPLACE_AREA,NAME_PORTFOLIO
3587,Cheque,3,-421,-85,-34,Cash loans
5583,Cash,27,-435,-9,-76,Cash loans
3975,Card,5,-491,-59,62,Cards
14252,Card,7,-234,-283,-69,Cards
11189,Card,22,-467,-122,80,POS
10786,Cheque,13,39,-76,94,Cash loans
483,Cheque,3,426,-208,77,POS
1305,Cash,10,-68,-4,6,Cash loans
1775,Cash,15,72,-173,-9,POS
2730,Cash,1,420,231,66,Cash loans
690,Card,10,-397,290,69,Cash loans
40,Cheque,9,-330,206,95,Cards
7154,Cash,4,341,-195,-96,POS
10121,Cash,28,492,248,-24,POS
6994,Card,17,-111,-185,-75,POS
1574,Cash,1,-269,257,71,Cash loans
11565,Card,3,-93,213,-99,Cards
557,Cheque,34,-168,-221,-91,Cash loans
4694,Card,3,491,17,-51,POS
9587,Card,3,-22,252,-46,Cards
3951,Cheque,17,-138,28,-84,POS
9197,Cheque,19,234,-202,-13,POS
13715,Cash,24,146,87,84,POS
14523,Card,14,465,-262,-82,Cards
1057,Card,16,-433,-300,65,Cash loans
2224,Card,12,498,-116,-62,Cards
2470,Card,27,146,-296,31,POS
14720,Cash,8,476,-69,46,Cash loans
4249,Card,31,471,-211,-72,Cards
8037,Card,13,238,-41,80,Cash loans
5277,Cash,12,159,-222,-90,Cards
12016,Cash,13,-292,-34,-15,POS
14761,Card,22,-209,72,57,Cash loans
13802,Card,19,-84,230,60,Cards
618,Cheque,4,-205,-274,-35,Cards
12254,Cash,15,76,143,-4,POS
4452,Cheque,19,-24,-196,-40,Cards
7725,Cash,8,193,253,94,Cards
13463,Cheque,5,-464,-168,68,Cards
13844,Cheque,29,45,287,-93,Cards
10758,Cheque,12,-298,-59,-44,Cards
1744,Cash,23,-49,297,27,Cash loans
739,Cheque,21,-69,169,-57,POS
1226,Cash,21,-21,-298,-5,Cash loans
2555,Cash,6,-231,170,48,Cash loans
14173,Card,18,209,-110,13,Cards
8893,Card,13,448,170,-64,Cards
10017,Card,11,17,-38,9,POS
7736,Cash,7,-268,161,84,Cash loans
647,Card,19,-29,-264,-72,Cash loans
6955,Card,34,-65,4,65,POS
4428,Card,9,-28,-100,79,POS
9346,Card,20,-222,-220,54,Cards
1488,Card,32,45,87,81,Cards
8158,Cash,9,412,-231,-94,Cards
12637,Cash,21,167,60,-78,POS
7798,Cheque,19,-366,-30,49,Cards
12180,Card,3,-133,-166,2,Cash loans
6053,Card,10,-404,-202,-51,POS
8107,Cheque,13,403,-258,-84,POS
862,Cash,2,-172,-233,12,POS
13226,Cheque,13,237,259,66,POS
4869,Cheque,7,-271,-259,-47,POS
12793,Card,14,-298,-106,-70,Cards
9735,Card,2,-2,-238,74,Cash loans
5199,Cash,15,-371,115,-93,Cash loans
14390,Card,16,354,-234,-55,Cash loans
6056,Cash,21,-163,-236,19,Cards
10572,Cheque,3,-498,-156,67,Cash loans
3667,Cash,3,93,49,31,Cards
12662,Cheque,21,299,183,75,Cash loans
1629,Cash,26,-319,-219,-4,POS
10025,Card,8,309,81,97,POS
5482,Card,20,236,-179,-17,Cash loans
12205,Cheque,32,382,-238,77,Cash loans
1204,Card,12,-219,-172,9,Cash loans
2593,Cash,27,-377,-207,-82,Cards
1879,Cash,22,-272,44,84,POS
8762,Cheque,21,62,-88,13,POS
6175,Cash,25,404,-136,88,Cash loans
9754,Cheque,25,21,-99,76,Cards
7101,Card,21,274,97,-28,Cash loans
3111,Card,16,161,-167,12,POS
14181,Cash,7,312,260,26,POS
2682,Card,20,259,174,0,Cards
2559,Cheque,12,164,239,91,POS
13510,Card,11,-22,182,91,Cash loans
7859,Card,24,298,74,77,Cash loans
1862,Card,12,71,-280,-59,POS
8368,Cash,23,-447,166,29,Cards
3819,Card,3,402,265,27,Cards
817,Cash,17,-7,107,57,Cash loans
13011,Card,10,-313,-95,-99,POS
6216,Cash,8,-190,-27,52,Cards
2723,Cheque,8,-172,5,-67,Cards
74,Card,22,55,-195,-49,Cards
1902,Card,34,-251,-65,94,POS
6496,Cheque,26,-246,200,-68,Cash loans
414,Cheque,11,-346,-17,95,Cards
7671,Card,3,-140,-293,-75,POS
5528,Card,10,164,-280,15,Cards
11137,Card,32,282,177,-1,Cash loans
2049,Cheque,16,-277,289,-61,Cash loans
9445,Cheque,26,263,-290,52,Cards
12430,Cheque,31,406,228,81,POS
1639,Card,7,-432,118,46,POS
11391,Cheque,15,133,-221,-57,POS
8048,Cash,15,-389,66,-32,Cards
5185,Cash,30,-58,62,71,POS
2428,Cash,24,-318,66,18,POS
4445,Card,18,112,17,16,POS
12182,Cheque,34,157,-260,60,POS
9013,Cash,11,208,-192,-78,Cards
12763,Card,35,334,-39,-77,POS
4556,Cash,24,-31,-192,70,Cards
4152,Card,20,-163,184,92,Cash loans
1439,Card,13,-379,213,57,POS
1567,Cheque,7,-493,34,98,Cash loans
14814,Card,35,-323,-274,99,POS
3311,Cash,22,-277,-285,-13,Cards
14140,Card,10,433,-146,80,Cash loans
8755,Cheque,31,0,257,25,Cards
7566,Card,24,-278,160,71,Cards
13480,Cheque,16,-429,-123,-13,POS
8202,Cash,6,-227,143,19,POS
8058,Cash,1,216,-172,44,Cash loans
4085,Cheque,34,-168,232,-18,POS
157,Cheque,12,213,59,-79,POS
8748,Cheque,23,-242,-167,67,Cards
11522,Cheque,18,-109,-285,20,Cash loans
10072,Cash,24,-17,190,80,Cash loans
4278,Cheque,7,-226,-272,53,Cards
9944,Cheque,3,-222,-17,-81,POS
6015,Cheque,13,430,-197,-39,Cards
13440,Cash,20,-421,-238,96,POS
3759,Cheque,2,448,88,5,Cards
968,Cheque,35,-302,-265,-28,POS
4755,Cheque,3,474,4,-25,Cash loans
3021,Card,9,157,-122,-25,Cash loans
8678,Cash,6,-59,-54,66,Cards
6752,Cheque,26,120,-33,-28,Cash loans
1312,Card,29,-8,291,2,Cash loans
12696,Cheque,19,377,-269,52,Cash loans
12264,Cheque,27,201,-32,42,Cash loans
6220,Cash,28,376,16,-34,POS
12192,Cheque,24,464,243,31,Cash loans
545,Card,27,-332,-165,-11,Cards
10876,Card,7,397,-135,-30,POS
11617,Card,14,-269,115,22,Cards
13692,Card,4,435,261,-47,POS
14347,Cheque,9,-402,-67,41,Cash loans
14855,Cash,16,-142,-205,-65,Cards
3689,Cheque,28,-457,-52,88,Cards
4183,Card,7,-313,-218,26,POS
8786,Card,19,298,217,46,Cash loans
8667,Card,15,-485,-207,-93,Cards
11600,Card,6,478,52,-59,Cards
11872,Cheque,25,-207,273,73,POS
10829,Card,18,238,211,25,Cards
9924,Cheque,9,384,94,94,POS
1127,Cheque,21,-269,-196,-78,Cards
8272,Cash,12,264,61,37,POS
2021,Cheque,20,47,-23,88,Cards
3863,Cheque,16,-184,207,-42,Cards
9170,Cheque,34,226,172,-27,Cards
12460,Card,19,-53,-188,-89,POS
11028,Cheque,6,-460,182,-69,POS
5903,Card,35,296,275,-4,POS
6481,Cheque,10,-465,-123,49,Cash loans
5039,Card,25,-126,54,-55,Cards
7217,Cheque,27,393,-51,-31,Cards
3392,Cash,15,72,42,-56,POS
6130,Card,12,105,61,-30,Cards
2254,Cash,18,499,-52,99,POS
2159,Cash,10,33,267,66,Cards
2223,Card,6,-63,136,50,Cash loans
12261,Card,23,-390,-11,-6,POS
3182,Card,7,-491,-197,68,POS
11315,Cheque,27,-331,-133,-9,Cards
68,Cheque,3,-255,-263,13,Cards
639,Cheque,15,-49,-89,-60,Cards
10721,Cash,33,37,-25,-51,Cash loans
10944,Cheque,30,-474,-268,47,POS
13350,Card,10,212,-135,-88,POS
6954,Card,23,427,139,-95,Cash loans
11729,Card,22,12,178,10,Cards
3751,Cheque,33,-30,137,2,POS
4906,Card,29,-295,20,78,Cards
2084,Cheque,14,374,-181,44,POS
12193,Card,20,355,109,36,Cards
5119,Cash,13,-476,-63,8,Cash loans
1566,Cash,18,-327,-278,-74,POS
11634,Cash,30,379,255,5,POS
6631,Cheque,24,-107,-28,23,Cash loans
11783,Cheque,14,-194,36,74,Cards
9667,Card,12,-46,-23,-88,Cards
9954,Cheque,6,-441,220,-75,Cards
1097,Card,29,104,-163,-70,POS
11802,Cash,24,20,9,-53,Cards
13897,Card,34,-271,-188,86,Cash loans
7301,Cheque,22,-28,86,-93,POS
9290,Cheque,22,481,-231,34,POS
13869,Card,9,32,-116,58,POS
6739,Cheque,18,466,198,-62,POS
10769,Cash,7,276,-294,-34,POS
2111,Cheque,29,436,-261,-15,Cash loans
444,Card,2,-325,35,-68,POS
7339,Cash,30,189,-152,85,POS
1335,Card,17,-398,-132,41,Cards
1250,Cash,18,282,-8,15,Cash loans
9055,Cheque,33,222,204,-16,POS
10715,Card,6,-170,96,-43,POS
9481,Cash,30,385,-138,-38,POS
410,Card,5,304,204,80,POS
11050,Cash,10,-169,201,-73,Cards
14245,Cash,33,-393,213,-34,Cash loans
14470,Cash,31,479,162,73,Cash loans
13508,Cash,22,301,278,-88,Cash loans
9611,Cash,4,-196,-130,93,Cards
993,Cash,23,-462,37,57,Cash loans
800,Card,8,37,-153,-69,Cash loans
9016,Cheque,24,51,-284,-99,Cash loans
9117,Cash,34,483,154,-9,Cash loans
2426,Cash,24,-145,172,-79,POS
4753,Card,10,-424,-66,11,Cards
2367,Cheque,34,-132,51,-53,Cards
11230,Card,12,409,-89,-86,Cards
6511,Cash,10,-357,174,-91,Cash loans
13778,Cash,29,189,-50,60,POS
7442,Cheque,29,-178,-231,-61,Cash loans
826,Cheque,27,226,110,19,POS
13788,Card,8,382,237,-58,Cards
868,Cheque,16,363,-263,-100,Cards
9475,Cash,7,80,272,-64,Cards
6656,Card,34,67,-185,-59,Cards
6828,Cheque,21,182,232,65,Cash loans
11422,Cheque,32,182,-122,-86,Cash loans
2733,Card,30,469,-225,-93,Cards
1231,Card,11,-51,43,15,Cards
7421,Cheque,11,-187,170,11,Cards
12412,Cash,31,-248,-231,28,Cards
3647,Cash,31,301,-221,51,POS
4881,Cheque,26,10,35,4,POS
8185,Cheque,31,-94,-65,-85,Cards
11841,Card,2,-160,-23,10,POS
8332,Cash,34,-171,219,-21,POS
2459,Card,16,-243,167,-46,Cash loans
6899,Cheque,35,-156,280,-52,Cards
14384,Cheque,18,278,115,-12,Cards
722,Cheque,11,-228,-170,42,Cash loans
7068,Card,8,214,207,52,Cash loans
10095,Card,32,-142,-137,34,Cards
9436,Cheque,28,-396,183,31,Cards
5432,Cash,16,-84,-202,-49,Cards
12809,Cheque,17,-408,219,-6,Cards
14585,Card,28,456,288,-76,POS
10489,Cash,20,159,153,17,POS
13542,Cash,20,456,-45,-39,Cards
12954,Card,18,367,25,44,POS
9775,Cash,21,-63,213,-93,POS
11888,Cheque,29,-262,-43,-28,Cards
1369,Cash,21,-264,61,-76,Cash loans
10028,Cheque,31,113,-123,71,Cash loans
8901,Card,3,-150,236,-54,Cash loans
1512,Cheque,9,-133,-277,65,POS
4766,Card,1,-225,263,-99,Cards
12456,Cheque,26,35,-22,16,Cash loans
14444,Card,14,173,160,-23,Cards
5029,Card,28,205,299,-47,Cash loans
9050,Cheque,35,-109,-81,-33,Cards
13786,Cheque,10,328,-6,-91,Cash loans
4470,Card,1,-13,194,-89,Cards
4692,Cash,12,-6,-120,-60,Cards
86,Cheque,1,-203,39,-28,Cash loans
3803,Cheque,25,358,-39,78,POS
6244,Cash,13,-161,-173,94,Cards
1978,Cheque,4,-113,78,72,POS
2342,Cash,1,-380,113,21,Cash loans
3217,Cash,13,290,96,-3,Cash loans
11946,Card,13,-153,-297,45,Cards
4638,Cheque,30,-468,-137,-63,Cash loans
8938,Card,30,-480,161,-63,POS
10018,Card,22,482,47,-36,POS
11041,Card,20,-350,225,-8,Cash loans
758,Cash,32,-412,-203,63,Cash loans
4983,Cash,2,-414,-253,50,Cash loans
2179,Card,27,193,129,83,Cash loans
7246,Card,23,-113,-92,-40,Cash loans
7517,Cash,17,-368,-115,-48,Cash loans
11686,Cheque,22,287,76,-18,POS
4515,Card,11,-67,142,-96,Cards
12356,Card,29,301,108,-36,Cards
3394,Card,9,160,74,-14,POS
10279,Cash,8,324,279,-36,Cash loans
13614,Cheque,34,331,70,83,Cash loans
2567,Cheque,25,95,-228,70,Cash loans
4759,Cash,18,321,39,-71,Cards
9411,Cash,13,45,149,-70,POS
12566,Cash,30,-387,-241,-69,POS
3897,Card,1,-50,77,-89,Cash loans
4649,Cheque,26,487,113,55,Cards
9204,Cash,30,-38,-290,20,Cards
5345,Cheque,25,252,-243,-49,Cash loans
12005,Cheque,10,12,100,81,POS
12581,Card,15,409,-116,63,Cards
12859,Card,3,37,255,-37,POS
14026,Card,13,-296,100,-60,Cards
2690,Cheque,27,-196,-273,90,Cash loans
4622,Cheque,8,19,-89,4,Cards
8388,Cheque,19,131,103,-36,Cards
13740,Cash,15,-199,-228,-94,POS
14740,Cheque,16,46,-279,-8,Cash loans
934,Cash,16,52,-179,71,POS
3208,Cheque,25,-184,294,-18,Cash loans
8654,Card,19,-218,-81,69,Cards
2184,Cash,9,295,199,64,Cards
12718,Card,4,462,-180,81,Cash loans
1273,Cheque,16,340,-108,48,POS
14461,Cash,31,278,60,53,Cards
13128,Card,3,-451,29,32,Cash loans
13612,Card,11,-204,-161,-41,Cash loans
11082,Cash,11,-459,-129,28,Cards
1050,Card,3,-129,263,-67,POS
9060,Cash,27,-177,16,98,Cash loans
4422,Cheque,1,400,-274,73,Cards
5354,Cash,31,-358,-282,-57,POS
169,Cash,15,349,-176,-46,Cards
14998,Cash,34,-226,126,36,Cards
385,Cash,5,433,-34,-8,Cash loans
14791,Cash,25,-317,-17,-16,POS
6893,Cheque,17,77,-27,79,POS
10560,Cheque,3,-338,-209,34,Cards
6425,Card,2,318,-280,99,POS
7227,Cash,16,-330,-138,26,Cards
10966,Cheque,24,-161,42,46,Cards
13489,Card,20,316,-225,-35,Cards
13094,Card,23,391,-290,86,POS
10807,Cash,16,-96,-39,79,Cards
6186,Cheque,30,479,-110,91,Cards
8455,Cash,8,15,-250,-21,Cash loans
2345,Card,13,111,204,96,POS
1658,Cheque,18,355,64,-94,Cash loans
7144,Cheque,9,-82,276,91,Cards
7653,Card,14,116,-213,-25,Cash loans
9560,Cheque,8,71,-48,-56,Cash loans
4791,Cheque,12,210,-275,-89,POS
11307,Cheque,16,408,-237,-73,POS
1949,Cash,16,81,149,-55,Cards
13695,Cheque,16,-91,167,-23,Cash loans
14246,Cash,6,-116,-251,-15,Cards
9802,Cash,9,23,274,-19,Cards
76,Cheque,19,-194,226,-13,Cards
8304,Cheque,20,304,130,82,Cash loans
2534,Cheque,1,-70,176,-81,Cards
3221,Cheque,4,425,-126,-96,Cards
11582,Cheque,34,-317,92,-82,Cash loans
3346,Card,15,-292,-34,-13,POS
4714,Cheque,3,-461,158,-72,POS
4592,Card,15,-334,88,79,Cash loans
3264,Cash,7,215,-235,23,POS
8732,Cash,2,-378,17,60,Cards
6323,Card,6,-77,253,69,POS
9720,Card,20,13,-109,-61,Cash loans
6908,Cash,17,-13,7,47,Cards
12148,Card,16,-50,-295,-21,Cash loans
168,Cheque,12,-101,259,-27,POS
6030,Cheque,22,-209,64,42,Cards
9581,Cash,4,404,159,17,Cards
5424,Card,29,25,-99,-71,Cards
1122,Cash,28,-169,58,-15,Cards
2750,Cash,34,124,-171,96,Cash loans
10536,Cheque,11,110,238,-53,Cash loans
8242,Card,21,-104,134,-93,POS
7091,Cash,20,-451,263,-100,Cards
5502,Card,32,-157,288,16,Cards
6757,Cheque,5,118,117,79,Cash loans
12963,Cash,35,209,-227,-82,Cards
1270,Card,30,50,34,7,POS
12731,Card,23,-369,258,-95,Cards
6622,Card,28,132,74,85,POS
13772,Cheque,27,294,-205,-76,POS
9850,Cheque,1,-141,-173,-66,POS
1958,Card,2,-351,24,78,Cards
9906,Cheque,13,-37,220,68,POS
6763,Cash,14,441,189,-33,POS
9449,Cash,2,346,-188,29,Cards
656,Card,13,337,60,-25,Cash loans
1779,Cash,35,-274,155,-38,POS
6459,Cash,1,60,9,-63,Cash loans
9041,Cash,1,-391,86,28,Cash loans
3936,Cheque,21,-303,102,-86,POS
1664,Cash,5,-476,-135,-71,POS
8621,Cheque,27,75,-27,48,POS
2883,Cheque,6,136,136,88,POS
9849,Card,28,-144,-146,33,Cards
10338,Cheque,34,-14,-239,85,Cash loans
13284,Card,23,-344,-74,-65,POS
4366,Card,18,146,-250,57,Cards
47,Card,3,373,284,72,Cash loans
12631,Cheque,28,152,-126,-13,Cash loans
9614,Card,17,-81,-125,40,Cash loans
82,Cash,27,-209,182,-89,Cash loans
11310,Cash,22,144,242,13,Cards
5691,Cash,29,456,193,-15,Cash loans
2095,Cheque,23,262,-41,6,POS
10432,Cheque,35,-466,-30,28,Cash loans
8121,Cash,9,324,244,-55,Cards
9660,Cheque,32,438,-190,79,Cards
3449,Card,7,156,154,-38,Cards
11118,Card,31,-413,-199,-3,Cash loans
3772,Cheque,6,-163,30,-90,POS
1758,Cash,23,361,-104,-86,Cards
5200,Card,31,-435,88,14,Cash loans
8723,Cheque,24,35,275,54,Cards
7651,Card,20,-107,246,57,Cash loans
5143,Cash,32,408,-187,0,Cards
7297,Cash,34,-218,270,94,Cash loans
3209,Cash,30,-56,-29,32,POS
14409,Cash,18,-199,28,15,Cash loans
1953,Cheque,31,178,-146,52,Cards
5085,Card,15,20,-64,93,Cards
5514,Cash,22,445,-127,99,Cards
253,Card,33,194,189,25,POS
8563,Cheque,18,-402,212,-36,Cards
13903,Cash,15,-152,280,33,POS
11057,Cash,19,207,32,-79,POS
31,Cash,13,453,-64,-30,POS
9177,Card,28,-450,288,-55,POS
4949,Cheque,18,-328,-172,62,Cards
8670,Card,5,-444,144,-46,Cards
4562,Card,14,362,60,24,Cash loans
9869,Cash,28,488,223,-65,POS
2568,Cheque,22,160,-150,20,Cards
5246,Cheque,11,-75,-223,-49,Cards
5105,Card,24,398,13,-42,Cash loans
4067,Cheque,7,30,-142,-82,Cash loans
4211,Cheque,23,-140,-297,96,Cards
1128,Cheque,28,-163,-61,-19,POS
4959,Cash,5,70,165,-39,Cards
1495,Cash,7,-300,187,63,POS
3933,Card,11,499,160,-2,Cards
8825,Card,16,-306,128,21,POS
12405,Cash,31,-76,90,14,Cash loans
2588,Cheque,25,213,-130,52,Cash loans
10281,Card,13,-320,-47,41,Cards
12146,Cash,31,-465,-165,23,Cash loans
7929,Card,34,-6,268,68,Cash loans
12212,Cheque,30,-427,-118,-10,Cards
10520,Cash,21,119,-73,-52,Cards
2399,Cash,18,-206,-89,-52,POS
929,Cash,20,337,160,1,Cards
11804,Cheque,4,80,35,-67,POS
14933,Card,12,147,-162,-15,POS
1405,Cash,2,249,-224,-55,Cards
1230,Cheque,10,-213,-244,-55,Cash loans
5622,Card,28,-342,-191,-58,POS
6516,Cash,5,289,-32,-7,Cards
1898,Cash,21,339,-55,-90,Cards
10368,Card,28,188,108,61,Cash loans
2855,Cheque,12,-69,172,1,Cash loans
13433,Cash,19,18,201,-4,Cash loans
7024,Cheque,8,494,293,18,Cash loans
8879,Cash,14,-244,-258,31,POS
5672,Card,19,-168,206,93,POS
620,Cash,10,-321,209,92,Cash loans
11085,Card,9,124,-183,-28,Cash loans
7559,Cash,20,247,23,97,Cash loans
848,Cheque,30,318,-177,-2,Cash loans
1074,Cheque,23,-401,-152,76,Cards
5559,Cash,3,295,108,-71,Cash loans
4306,Card,2,256,31,-40,Cash loans
2140,Cash,6,-289,-104,6,POS
5461,Card,27,-274,-181,-57,Cards
3507,Card,16,158,73,-38,Cards
13471,Cash,19,215,-255,-5,Cash loans
8102,Cheque,4,-478,-60,5,Cards
3372,Cheque,3,-242,269,-61,Cards
13028,Cash,29,-199,-53,-31,POS
4935,Cheque,34,96,263,32,POS
1136,Cash,30,-441,193,88,Cash loans
12914,Cheque,15,-34,183,33,POS
11123,Cheque,33,432,-199,68,Cards
13432,Cheque,22,128,83,-49,Cash loans
5473,Cheque,30,67,253,-53,Cards
827,Card,20,263,-132,5,Cash loans
6041,Cash,33,-450,155,-51,POS
1412,Cash,27,86,17,44,POS
14886,Cash,1,362,282,-50,Cards
10007,Card,12,-179,-147,-65,Cards
898,Card,18,31,-75,-76,POS
1888,Card,33,-424,146,-98,Cards
2518,Cash,25,-260,102,72,Cards
8244,Cheque,23,-455,80,-7,POS
8456,Cheque,30,434,184,41,POS
7371,Cheque,32,86,-119,32,Cards
3766,Cheque,30,-205,191,-9,Cash loans
9489,Cash,30,-497,-22,-50,Cash loans
14591,Card,9,207,-62,10,Cards
2080,Card,19,140,-135,-32,Cards
12463,Cash,34,-21,249,-60,Cash loans
4899,Cash,2,-158,-128,-43,Cash loans
712,Cash,15,151,292,-38,Cash loans
1372,Cash,10,412,-275,42,Cards
5576,Cheque,18,137,-149,-65,Cards
2684,Cash,27,180,40,32,POS
11566,Card,8,401,-89,0,POS
8440,Cash,2,314,-24,19,Cash loans
4975,Cheque,13,-454,-139,38,Cash loans
1889,Cheque,33,-407,242,-80,Cash loans
1449,Cash,16,93,-51,5,Cards
6273,Cheque,5,442,57,-2,Cash loans
1003,Cash,16,8,-26,67,Cards
10250,Cheque,8,274,-225,-48,Cards
2759,Cash,4,-299,-284,93,Cards
13911,Cash,19,-482,-199,74,POS
9548,Cash,5,472,-44,65,Cash loans
14751,Cheque,30,-399,104,-74,Cards
8749,Cash,31,266,267,3,Cards
4509,Card,10,387,297,68,Cards
14369,Cheque,22,-300,-223,-43,Cash loans
10122,Card,4,491,208,92,Cards
2441,Cheque,30,361,168,-82,POS
2861,Cash,21,200,-119,89,Cash loans
6450,Cheque,30,132,-1,71,Cash loans
13814,Cheque,19,-335,41,24,Cards
7567,Cash,10,489,2,62,Cash loans
10559,Cash,33,-209,-142,-95,Cards
14664,Cheque,18,-248,-152,-23,POS
1750,Cash,11,-362,15,18,POS
9304,Cash,3,-349,-109,-34,Cash loans
8626,Cash,9,-93,163,-34,POS
1396,Card,10,-312,-264,-36,Cash loans
3210,Cheque,16,269,-82,14,POS
12650,Card,20,-109,-182,84,Cash loans
14334,Cheque,7,88,-199,-39,POS
3340,Cash,6,-156,69,-96,Cash loans
13481,Cheque,18,484,-71,-29,POS
10183,Card,20,446,-98,66,Cards
8992,Cheque,19,444,-169,-22,POS
13543,Cash,21,-475,-60,43,POS
4697,Card,12,-446,-182,64,Cash loans
7374,Card,2,488,-195,93,POS
13671,Cash,1,278,-236,-27,Cards
1325,Cash,20,467,242,-7,POS
12771,Cash,1,-210,287,-33,Cash loans
2015,Card,8,350,75,-19,Cards
2758,Card,24,-85,106,-90,POS
4420,Cheque,17,-193,-47,-6,POS
977,Cheque,33,-45,136,87,Cash loans
5412,Cheque,13,494,202,11,Cash loans
3957,Cheque,15,257,294,-2,POS
3552,Cheque,5,-482,65,53,POS
1185,Card,34,-27,201,30,POS
1797,Card,34,128,-123,4,Cash loans
11259,Cheque,29,-105,-240,-79,Cash loans
6388,Cheque,35,-302,-31,-16,Cash loans
11838,Card,23,-90,-45,64,Cards
9875,Card,12,295,151,23,POS
4747,Cash,34,145,-8,-96,POS
4885,Cash,3,465,-279,37,POS
13197,Card,3,-194,-3,4,POS
10185,Cash,20,237,-168,48,POS
3202,Cash,1,3,154,-75,Cards
69,Cheque,8,122,-23,49,Cash loans
7265,Cash,30,-63,259,-99,POS
12063,Cheque,26,143,275,-80,Cards
11763,Cheque,25,115,41,92,Cards
6650,Card,30,-82,-288,9,POS
12701,Card,11,408,-284,-92,POS
7833,Cheque,13,-6,259,-59,POS
6128,Cash,17,134,-223,-95,Cards
13229,Cash,8,-341,114,77,Cards
1201,Cash,34,66,-64,55,Cards
12677,Cash,13,28,57,91,Cards
14231,Card,2,377,207,17,Cards
14241,Card,11,-454,203,-76,Cards
8359,Cheque,32,-82,-117,50,Cards
6430,Card,4,66,53,59,POS
11040,Cash,4,479,58,17,Cards
2511,Cheque,11,-12,27,62,Cards
7633,Card,31,-476,-211,67,Cash loans
8190,Cheque,11,405,-11,-96,POS
13965,Cash,15,243,-23,27,Cards
252,Cash,14,-405,-56,-56,Cash loans
8186,Cheque,7,-318,-68,-49,Cards
11155,Cash,22,-309,-145,-71,Cash loans
3045,Card,5,-393,-72,90,Cards
2227,Cash,15,-441,147,-20,Cards
12687,Cash,23,321,165,-30,Cards
14497,Cash,35,-390,91,-73,Cash loans
13436,Card,30,-17,259,-88,POS
6620,Card,12,366,-234,57,Cards
4835,Card,2,79,71,-35,Cash loans
3972,Cheque,7,17,-233,-90,POS
6173,Cheque,20,144,-6,-63,POS
4499,Card,34,-115,160,-45,Cash loans
1208,Cash,14,321,-291,22,Cards
11989,Cheque,17,158,-32,-73,Cash loans
8258,Card,5,54,-179,64,Cash loans
1155,Cheque,26,-101,220,15,Cards
8120,Cash,19,-85,87,63,POS
1988,Card,35,179,-288,83,POS
4319,Cheque,8,-481,17,4,POS
13513,Cash,25,315,-144,20,Cash loans
7191,Card,5,-413,-29,-92,Cards
12669,Card,14,-480,-69,-46,POS
3227,Cash,28,208,-285,-85,Cash loans
13415,Cheque,28,-298,42,-41,POS
4327,Cash,2,154,294,-48,Cards
6838,Cheque,16,102,-125,42,Cards
1424,Cash,25,375,-217,23,POS
10561,Card,10,-247,275,-50,Cards
1225,Cheque,28,375,215,-99,POS
14680,Card,26,466,-153,-17,POS
2220,Card,24,198,-45,-40,Cash loans
6292,Card,10,138,-158,-71,Cash loans
13016,Card,16,110,48,77,POS
1943,Cash,7,400,-210,0,POS
11583,Cheque,15,320,-31,54,POS
9447,Cheque,19,145,-44,-77,Cards
10449,Cash,13,-311,60,31,POS
11994,Card,1,-32,-259,-31,POS
11518,Cash,12,326,168,45,Cash loans
3542,Card,9,-443,235,25,Cash loans
8890,Cheque,7,-60,-286,43,Cards
8269,Cash,16,-317,147,-56,Cash loans
4026,Card,23,451,-141,64,Cash loans
14865,Card,18,199,-100,22,Cash loans
8448,Cheque,10,89,8,-82,POS
1124,Cash,19,-231,8,44,Cards
12409,Cash,25,-243,128,-94,Cash loans
9375,Card,16,379,-195,-4,POS
2927,Cheque,13,-336,287,5,POS
3861,Cheque,4,191,-72,44,POS
7939,Cheque,6,-329,-148,-16,POS
4305,Cash,25,-462,-214,64,POS
6183,Cheque,27,-376,18,-91,POS
9410,Cheque,14,261,299,37,POS
4776,Card,13,280,-45,-51,Cash loans
9018,Cash,3,26,263,-54,Cash loans
4641,Cheque,7,221,-235,-92,Cards
3646,Cash,4,-204,-41,-9,POS
8171,Card,26,-202,-295,73,Cards
13615,Cash,34,85,235,-78,Cards
5009,Card,18,471,267,-89,POS
7143,Card,6,-483,296,-82,Cash loans
4334,Cheque,27,458,165,-80,Cards
12600,Card,22,282,43,-32,Cash loans
5249,Cash,3,442,46,-65,POS
8483,Cheque,4,291,-61,9,Cards
9004,Cheque,29,73,62,-47,Cards
1878,Cash,23,-20,65,97,POS
121,Cheque,23,-137,-56,29,Cards
8046,Cheque,11,-214,-99,58,Cards
3559,Cash,29,387,-95,-69,Cards
7507,Card,3,-309,144,53,Cash loans
851,Cheque,19,-92,-79,17,Cards
2151,Cash,33,15,151,33,Cash loans
8348,Cheque,1,-155,254,-77,Cash loans
8714,Cheque,19,-387,-262,-99,Cash loans
4355,Cash,14,-371,104,-27,Cards
8528,Cheque,4,-447,-250,44,Cards
5949,Cash,25,-212,-266,-94,Cash loans
3808,Card,16,372,72,-75,POS
6901,Cash,27,-431,-135,0,POS
14731,Card,7,-381,1,26,POS
3605,Cash,22,-316,39,75,Cards
14440,Cash,34,337,99,-63,Cash loans
6554,Cheque,28,446,258,-7,POS
676,Cheque,31,124,-169,-5,POS
