SK_ID_CURR,SK_ID_PREV,CNT_INSTALMENT,MONTHS_BALANCE
109684,2277,8,-13
105820,6069,14,-98
104552,7117,17,-4
109447,13805,1,-23
107480,12487,17,-36
103918,12062,5,-86
110913,1439,4,-100
111938,11520,3,-10
100741,2591,4,-78
104268,7158,6,-24
109436,4023,10,-90
109029,10231,6,-11
105369,5537,12,-20
101483,2840,8,-6
107924,6886,15,-15
111396,6655,4,-83
102792,5230,2,-72
106986,340,7,-93
105179,7260,7,-18
106141,13880,4,-35
111458,7838,17,-31
109193,5276,7,-16
100586,13648,5,-34
112737,9194,5,-92
113393,6811,6,-72
114956,10793,13,-62
103283,14936,4,-21
106805,5641,18,-82
102828,14400,12,-71
110013,2626,18,-28
108052,14840,12,-48
111372,3194,2,-50
111511,8912,15,-88
112998,7459,10,-52
103101,7625,14,-50
107230,4432,1,-36
112267,164,5,-27
106435,427,7,-62
114289,5906,10,-88
110733,9471,10,-5
112733,2969,10,-84
110620,1934,15,-81
106982,1681,2,-76
111722,6379,2,-66
113272,6849,6,-20
102331,11686,7,-3
114110,9163,15,-45
100524,4768,5,-11
111019,126,16,-4
113496,6242,6,-50
104190,10755,11,-16
100548,4847,10,-23
105955,504,11,-50
107552,3662,10,-25
104138,797,14,-35
111508,3966,13,-86
106792,1531,13,-32
102166,10619,9,-58
111068,3320,1,-49
107574,14769,15,-84
102563,10981,7,-36
106083,12395,9,-81
100959,1305,1,-66
108917,1458,12,-20
111724,8966,16,-25
103144,7792,4,-68
113595,948,14,-2
101564,5699,15,-28
102910,9926,11,-23
105186,13220,7,-51
109951,11901,14,-82
107746,13257,13,-49
104166,6607,13,-31
107565,10580,11,-59
103086,3856,13,-53
114443,9348,6,-21
103388,2656,19,-37
100615,6567,12,-96
105730,9597,9,-43
107113,7383,6,-88
114586,4385,13,-95
114847,14012,16,-79
101627,14012,16,-92
112961,6676,12,-37
111284,133,2,-42
102450,1541,19,-25
106505,9401,10,-4
108311,12791,4,-88
112737,4963,9,-50
108065,670,19,-32
109260,12748,10,-34
112763,3417,2,-2
104532,3102,17,-71
106050,282,16,-27
113600,925,5,-40
109436,9201,16,-87
104380,5078,10,-15
111728,11008,17,-38
103817,4050,10,-57
108022,8119,17,-34
107662,3336,4,-49
113438,13405,4,-62
111518,939,8,-98
107636,4006,9,-29
112251,4624,13,-17
109830,14890,9,-59
109534,12817,2,-22
112690,2477,12,-67
110907,1563,14,-41
104307,7184,17,-35
108442,4337,15,-35
112015,8908,14,-61
106089,13711,14,-21
104171,8965,18,-88
102929,10508,11,-47
113763,10965,10,-37
102349,13265,12,-37
112790,2753,10,-2
100036,7605,16,-39
111548,8659,2,-19
108941,14146,11,-62
103321,3383,6,-85
110555,14324,12,-6
104854,1929,5,-69
100259,1207,12,-86
103820,14714,10,-23
108051,13045,17,-71
100610,6125,2,-45
114138,7581,11,-41
102294,13684,4,-95
108600,10953,10,-36
105964,3146,14,-93
105647,8908,6,-74
101453,3039,10,-84
106799,8416,17,-85
112589,394,6,-15
112000,7401,6,-5
106959,3711,1,-38
108073,13373,17,-27
110437,7064,9,-4
104370,2438,13,-9
113511,5525,11,-70
111177,14777,9,-46
102464,11864,10,-45
111371,14922,9,-86
109445,10402,3,-71
107168,9434,1,-26
101258,5384,2,-60
100419,12554,18,-53
105821,12934,7,-9
105894,5438,3,-68
107769,6093,4,-69
111287,1450,16,-5
109475,4808,3,-100
100268,11065,6,-52
104975,8764,10,-91
102759,8220,5,-10
114489,698,3,-2
108011,6881,14,-15
108023,1437,2,-19
113551,4181,17,-15
106388,8704,7,-24
109631,10648,3,-10
104762,4447,1,-35
105516,5092,9,-58
104203,11037,16,-1
110631,9588,6,-96
105334,9370,18,-14
109469,6506,19,-55
111691,7768,3,-80
109510,132,4,-30
107661,9527,18,-18
114636,1718,12,-54
106109,12445,6,-4
106818,11393,11,-54
104573,10953,3,-7
102282,11634,16,-54
102142,8920,14,-93
106000,8160,14,-39
113736,70,2,-16
108493,12025,1,-59
110292,5582,11,-60
106788,732,7,-68
112786,7235,14,-64
113127,4948,8,-19
110707,1465,7,-18
105281,9759,2,-12
102026,1889,18,-34
108965,3266,3,-44
111497,13881,13,-56
113387,1890,6,-45
104684,1086,18,-88
102776,8019,6,-47
101096,12860,7,-36
112451,816,8,-15
111966,1253,2,-17
110140,10274,16,-4
104883,8571,14,-68
107685,8943,6,-12
111095,5550,18,-72
108320,9960,19,-74
106438,14128,4,-11
105957,12383,7,-73
109606,14337,3,-100
107146,1846,14,-54
101242,5436,13,-11
113203,266,7,-2
108682,6660,4,-7
104797,4989,17,-4
112161,11946,6,-60
112886,6650,8,-41
101043,448,9,-57
105496,12960,1,-83
111476,17,15,-23
105437,9174,16,-65
104597,9397,7,-51
109644,7792,3,-44
107214,11821,17,-45
110986,8910,17,-3
103489,13219,1,-16
101861,13276,14,-41
105163,11302,19,-39
112117,2777,14,-95
100180,12081,5,-14
100691,14985,5,-84
106732,9554,5,-9
100434,2550,2,-4
108746,3929,2,-91
110134,3897,15,-100
104084,14599,14,-74
104499,5442,3,-43
105539,8630,13,-75
106375,9963,3,-75
113549,3963,7,-84
107420,3272,17,-76
113759,7582,19,-48
112283,9932,2,-37
113333,5398,16,-79
112952,14002,9,-43
111120,8388,4,-89
111560,9286,18,-75
106634,10089,16,-46
105708,8700,6,-25
101927,8164,16,-25
112703,5862,18,-32
109820,4762,19,-74
114327,14569,11,-46
113901,1321,18,-64
101807,5321,5,-46
114231,8322,6,-68
101276,9495,17,-31
100551,1289,19,-84
107421,6387,18,-11
110047,5020,14,-84
107994,12481,14,-42
108931,5363,10,-26
111979,5972,7,-28
113175,12545,11,-13
103505,4514,15,-27
107883,10508,18,-72
111998,24,2,-9
101116,13234,7,-78
111574,2913,15,-84
111976,1692,18,-76
108837,5450,14,-17
110583,7088,13,-87
113019,9029,15,-2
112168,10713,9,-79
109646,10527,17,-68
112237,1168,14,-91
103438,12287,18,-77
101656,10216,11,-42
110363,10011,15,-16
110685,11400,8,-99
104511,9941,17,-61
112711,4157,14,-12
111182,6540,17,-8
107975,3414,15,-26
102218,2128,11,-40
114032,13362,13,-58
106668,1426,3,-39
114567,12247,8,-35
108907,9304,19,-65
102138,3837,17,-29
100472,10326,1,-91
101422,246,11,-48
108935,3859,14,-84
100893,272,17,-32
114231,1507,2,-11
105110,13363,3,-89
105132,6275,17,-88
108807,5553,15,-11
104378,13702,5,-84
106073,2220,10,-76
113751,12247,11,-21
112057,4313,19,-9
101296,12799,18,-76
111073,462,14,-80
113724,13627,3,-71
114512,1161,2,-20
104705,7797,18,-31
112569,2090,1,-3
112691,14633,4,-63
107230,8520,12,-61
114280,12672,4,-4
108270,691,9,-90
106327,589,14,-72
113947,2752,2,-28
114610,12911,18,-35
108552,7601,6,-83
100083,9176,6,-56
108346,12243,10,-95
114303,7789,16,-34
113105,3928,12,-52
102067,60,3,-69
107980,14955,12,-54
107242,11705,3,-15
100004,3018,17,-99
101601,2895,5,-37
114092,3409,13,-76
100633,6112,17,-48
106169,2696,3,-65
109555,1483,6,-50
101742,286,6,-14
113070,11549,12,-96
106800,5526,14,-83
112312,9293,5,-72
100746,2155,9,-42
110753,2649,19,-97
105289,2530,12,-99
114626,6860,5,-55
108516,9005,10,-100
110154,3844,11,-18
102316,10158,10,-61
111027,6760,13,-93
102121,8546,17,-69
110005,7750,4,-28
110980,13981,5,-93
100246,6425,15,-28
113877,13477,13,-100
110903,5337,7,-8
107526,11814,18,-17
107216,14233,9,-37
105093,13823,17,-38
106073,4077,17,-31
106374,6892,17,-82
113091,12379,14,-37
107990,9198,16,-16
114073,5196,1,-92
111374,10314,6,-9
104539,10841,12,-39
109242,3542,2,-7
108418,1285,14,-41
107670,1043,3,-25
104767,9154,8,-28
110763,12454,17,-20
113635,3494,1,-49
110516,14926,11,-90
113518,10793,12,-26
104380,11149,3,-6
111872,6793,4,-24
112932,11072,15,-28
105557,12418,5,-61
101412,5170,10,-61
103844,942,5,-1
102421,6958,16,-29
106684,11525,3,-44
108766,2636,5,-78
111298,301,14,-80
113743,1940,6,-24
112533,10142,13,-56
103944,4274,3,-83
101068,8970,2,-22
109916,13824,12,-70
103903,241,10,-85
101236,13859,1,-82
100068,13605,12,-54
104427,1709,18,-57
114687,9038,14,-24
110023,2390,17,-59
111260,8931,13,-1
110942,11804,17,-49
106696,5396,10,-42
105452,2410,9,-99
106561,4649,16,-34
107314,10770,14,-67
113710,9478,2,-14
108768,10929,4,-92
102890,1986,1,-71
102772,14417,8,-6
110491,12233,3,-45
108886,2676,17,-4
114116,5809,14,-34
107950,8628,6,-66
105867,3760,8,-3
107017,7658,4,-23
114614,5217,10,-47
114585,8738,18,-76
112799,4276,9,-93
106817,14380,13,-74
104246,6832,9,-75
109931,1001,13,-67
105821,12556,3,-58
104220,8158,2,-3
114251,12313,10,-86
109189,430,9,-20
101250,5799,12,-38
113113,2893,5,-90
114952,906,17,-31
108315,5864,6,-82
100300,3558,15,-47
102058,9399,10,-44
113639,3722,11,-83
107168,7075,1,-84
111784,14513,5,-76
109936,1220,12,-36
110395,5326,13,-94
108261,5661,7,-72
102234,8180,17,-33
107880,7726,19,-55
112439,12870,3,-36
102870,10658,14,-3
109448,2720,10,-4
113843,3738,1,-68
103426,6444,9,-57
111039,13767,8,-34
101282,11815,9,-21
106118,3048,2,-75
106546,14258,8,-76
113187,11372,16,-42
106502,2990,2,-98
110253,496,18,-67
114829,14186,10,-96
100102,10796,10,-24
112183,4628,15,-41
106437,4302,9,-2
109938,2260,17,-61
101134,2444,19,-20
106100,6078,4,-69
103647,6071,12,-13
100227,7749,12,-49
103356,13043,8,-100
101194,12667,1,-1
110210,9744,16,-20
112388,7104,12,-60
108561,1708,19,-57
108405,12578,16,-77
109418,10057,9,-3
110184,7806,4,-3
105753,11483,6,-60
104555,14045,15,-10
108798,4093,3,-35
102647,1792,11,-82
102348,643,2,-43
103326,8599,8,-15
104392,8145,5,-91
103303,6362,17,-47
100928,4362,14,-69
100504,8387,17,-40
107177,2588,6,-47
103978,12752,14,-45
104966,14214,8,-30
104925,1311,9,-63
111819,5404,12,-47
109061,11501,18,-10
102803,2700,5,-89
101124,11403,10,-15
107709,6988,3,-8
104728,11579,18,-42
102801,12308,3,-72
108101,6911,4,-17
108983,3240,17,-69
106629,1182,15,-73
103305,13530,6,-33
103903,5794,6,-20
101686,4359,14,-45
102990,10822,17,-6
105822,12830,3,-68
105600,10389,7,-60
105174,6269,6,-10
107344,9573,1,-8
104524,13923,8,-9
106169,8459,9,-70
111591,9921,3,-25
114381,2755,9,-87
109440,1182,16,-93
112954,8035,13,-43
112715,5791,6,-80
113861,955,2,-6
112616,9416,3,-79
103151,10931,16,-60
110995,14084,9,-95
106835,7454,5,-37
109349,14917,18,-77
114448,11695,1,-75
114757,11174,8,-60
100707,10841,13,-12
114138,14812,1,-93
114287,10541,8,-97
100943,8866,6,-74
104098,4548,10,-39
103046,668,18,-87
107457,7026,5,-1
108574,14834,10,-55
105010,8946,7,-86
103430,3779,9,-6
103856,3875,15,-33
104846,1518,19,-16
108312,4472,18,-95
111686,7859,11,-40
108727,11957,2,-42
104976,4205,2,-100
101790,8908,8,-96
108864,5565,10,-17
104967,5240,5,-6
100601,2698,2,-64
110845,10085,9,-93
114371,4292,5,-24
101404,6978,15,-76
103742,13109,7,-21
105813,6269,11,-100
113847,12158,16,-78
104933,5724,15,-65
114323,12466,16,-54
101873,864,11,-33
109749,9476,4,-54
110615,5839,3,-12
108809,2679,3,-53
110649,14865,12,-29
109129,7691,1,-70
107935,9991,14,-81
110466,329,9,-8
104593,6512,17,-79
105268,4629,18,-71
110900,1275,18,-26
100055,3639,11,-65
108213,1932,13,-24
100191,3536,14,-50
111212,1266,3,-94
110645,180,9,-77
105632,2580,15,-100
104650,8741,10,-19
105720,8222,7,-25
101944,11586,1,-42
109190,12828,17,-56
103665,8289,19,-87
111444,1187,14,-9
100185,11365,1,-23
106737,1453,12,-21
105371,12276,15,-88
112612,6878,6,-61
112925,5256,13,-61
110209,9300,11,-25
109482,9145,4,-100
106429,5656,4,-47
110992,342,17,-64
107026,7693,12,-10
101151,9048,3,-77
110806,14623,2,-9
107245,1070,16,-4
102529,12959,7,-89
107030,10919,19,-85
106546,12528,9,-85
100206,9855,16,-56
102215,4609,11,-93
105347,11562,3,-40
113678,6938,7,-52
109048,981,5,-49
103250,9600,18,-66
110563,57,7,-67
103105,637,2,-86
107894,10489,14,-34
111339,7996,10,-74
107077,5694,11,-19
114430,8491,3,-59
102167,10686,19,-2
108881,11657,9,-53
101099,6909,15,-30
106820,7164,17,-36
107890,5917,5,-27
101776,11693,19,-16
105265,7394,8,-31
101005,7541,2,-23
110304,13735,11,-83
113197,1608,18,-73
108912,4513,12,-65
106101,12773,10,-35
107262,5347,6,-8
102485,10334,15,-25
103797,13745,12,-49
113678,9037,5,-27
100867,3460,11,-52
111821,14855,4,-44
102098,7837,15,-19
103670,10842,19,-70
111811,4671,8,-15
101248,3176,11,-14
111816,6978,4,-80
103028,13240,2,-97
106723,9462,18,-64
100990,3477,6,-72
106710,3788,8,-2
103561,1793,11,-51
109629,8183,17,-4
103369,14081,5,-71
110735,7794,14,-30
103934,4060,10,-72
106461,9057,19,-89
113769,10393,4,-57
111465,2190,15,-88
105667,2314,10,-85
100191,14306,7,-51
111156,2171,18,-55
103112,12771,19,-33
100648,6970,17,-23
102524,11840,16,-59
103638,1960,15,-84
111679,10293,5,-28
101547,7429,19,-55
110505,13914,4,-86
113623,3873,13,-51
103437,14596,13,-43
113468,3698,2,-12
103961,189,2,-17
100066,1197,8,-87
104749,12546,13,-76
107906,12082,13,-32
111694,2662,1,-19
106175,11317,18,-55
113588,8110,8,-84
105595,10037,4,-89
111599,6679,11,-34
101538,8337,2,-27
100019,814,4,-59
110793,11209,6,-83
113325,12856,13,-50
104952,6826,2,-32
107100,7539,7,-27
111188,14274,9,-25
113941,12717,11,-68
112108,4748,13,-27
111112,8128,7,-82
100989,13289,18,-47
101436,8419,19,-34
103825,3643,4,-22
107848,10970,12,-47
114328,12209,11,-22
111931,8918,12,-26
104012,10850,6,-42
100715,6048,6,-5
104089,11749,4,-19
100886,5385,14,-46
109459,8251,13,-89
109591,4085,8,-43
110576,14489,10,-29
100272,7498,4,-76
110005,12916,18,-71
112004,5580,13,-66
113145,4804,7,-49
112460,4396,8,-11
113051,14849,19,-98
114669,12563,11,-59
106460,4139,4,-29
110726,5058,7,-27
108834,2496,8,-77
111809,11435,3,-80
102868,10616,17,-12
108662,7111,4,-3
103593,4912,16,-36
110133,6760,1,-59
104249,9662,11,-29
102044,2134,17,-3
101747,2727,16,-65
102746,5073,16,-46
112932,2779,11,-43
100923,11528,10,-18
100620,3998,19,-42
114235,11467,19,-70
112013,8614,18,-17
112382,3297,5,-54
100645,9181,6,-8
111880,3308,3,-52
105459,2517,14,-20
100731,14781,19,-2
107546,3857,19,-48
104082,14211,5,-92
103283,2961,1,-12
110854,1516,10,-32
111025,13624,9,-21
108570,5462,5,-20
113734,7654,11,-78
102093,8365,3,-61
101907,13502,3,-23
111361,7157,6,-69
106202,1782,4,-12
101957,7550,18,-40
104996,9409,4,-71
101956,220,19,-14
111238,1686,7,-49
110696,14295,10,-24
104716,2112,5,-73
108364,5509,3,-68
110344,10734,14,-8
112280,7996,18,-70
105749,11425,4,-20
111221,1801,16,-93
104028,11171,5,-85
113762,10970,3,-2
100378,475,3,-93
106851,11286,15,-55
109252,13485,4,-57
106170,13479,18,-57
111638,5316,9,-17
107244,5438,12,-31
102834,14154,10,-57
111194,7069,2,-44
104238,2597,9,-44
106352,1295,3,-48
105057,7697,16,-99
109113,10879,17,-19
112728,4183,5,-7
111879,11708,13,-68
112429,7155,15,-51
114785,2649,2,-59
103927,879,12,-50
113452,4838,7,-10
111486,9062,2,-79
114919,9198,6,-83
107047,4684,16,-11
104085,9485,17,-19
107950,8910,14,-35
107012,111,4,-15
110711,14178,16,-89
101009,10367,5,-53
102189,6356,8,-60
100702,14286,13,-47
102186,3470,6,-19
108445,14530,10,-16
107849,9822,3,-11
114149,9842,2,-7
113633,3562,17,-69
110021,13905,14,-60
105926,3379,13,-99
109130,12237,11,-21
109988,1134,4,-49
109083,10248,14,-57
104399,3649,8,-95
111202,10596,3,-93
107456,10275,16,-62
112509,11841,3,-29
114993,10501,5,-30
110087,1545,14,-46
107261,5998,8,-19
103056,4196,14,-76
100532,3314,19,-21
101167,9989,1,-67
113184,2625,10,-8
113882,14931,1,-79
103651,671,11,-14
106095,1942,18,-90
105372,1513,18,-7
108608,11047,16,-52
102286,12308,15,-11
101858,2734,8,-68
107870,1570,4,-88
104271,2054,7,-7
105790,6850,14,-26
104721,8208,19,-43
103085,630,15,-95
107332,12106,19,-3
107749,11811,3,-26
112791,4028,5,-55
107558,5771,9,-98
102465,841,18,-74
106680,462,11,-3
102543,1174,10,-46
107120,13632,6,-23
113077,6164,3,-87
110089,11087,9,-11
110288,7417,18,-87
111786,12884,12,-78
102224,14642,19,-3
113460,11998,3,-14
106565,14288,19,-81
100030,2056,6,-52
103469,4660,18,-59
106502,4474,4,-5
106473,6265,16,-44
114376,14345,16,-21
111635,8091,14,-53
102563,12240,17,-71
113175,2822,13,-55
102984,13412,10,-75
111501,13176,9,-66
103780,6766,11,-10
113229,7634,6,-89
111831,10327,19,-76
103175,2781,19,-11
102598,11281,15,-34
106889,4661,3,-39
100626,12368,3,-73
104569,14261,14,-45
110774,1967,4,-28
104187,12577,2,-10
114725,12287,14,-54
107338,8815,14,-91
104662,14107,18,-14
112902,10456,13,-36
104862,6132,1,-50
112240,13825,2,-77
102575,8662,19,-4
105779,13224,2,-87
113036,5350,16,-32
112119,7331,14,-29
112148,13619,14,-3
114454,14686,18,-74
109137,4348,13,-52
112960,1835,3,-96
100795,10404,13,-57
105540,2191,14,-65
109868,3255,17,-61
108570,10065,3,-12
110388,12993,13,-62
106398,1520,5,-39
114221,4414,1,-26
106797,12188,7,-91
100949,14613,2,-18
110965,4510,6,-1
112868,872,15,-26
103680,14520,1,-44
112552,11104,13,-72
101858,14063,3,-25
108755,8467,8,-5
112201,13315,13,-24
108093,3831,2,-93
100536,2258,4,-94
113415,3148,15,-25
103408,1927,13,-8
111195,2394,2,-39
101870,7203,3,-58
104506,3658,19,-3
105190,6285,9,-64
106333,9193,17,-77
103134,8991,18,-77
114815,2908,3,-30
114292,10709,1,-95
105997,5251,13,-38
104200,13324,9,-20
109687,12571,5,-11
104512,7170,15,-52
111803,14652,10,-31
106102,14330,2,-28
108586,12982,3,-25
102394,12341,8,-81
109013,9442,3,-42
100401,8338,18,-95
107084,275,18,-61
114346,4866,8,-76
103621,3863,2,-51
104521,4506,18,-99
100947,13982,10,-60
107390,7420,7,-48
106714,4856,2,-93
100050,2824,5,-35
104332,14999,17,-19
114732,11427,1,-50
100419,7522,19,-23
112985,4778,4,-79
101588,7765,14,-99
103559,9534,19,-38
102195,4041,3,-13
103274,10551,5,-30
113867,6741,9,-11
111969,13073,2,-62
114183,14998,19,-66
114017,6532,9,-65
107310,14529,1,-59
100192,14912,15,-95
104234,13630,10,-3
109913,9958,8,-78
108107,7478,19,-46
114093,8622,12,-98
106974,8877,5,-61
103115,13907,17,-74
107191,7877,16,-74
108735,5984,19,-2
106221,8324,18,-94
102099,1654,11,-73
103599,827,5,-27
107738,14280,7,-70
112287,7249,9,-55
104368,6213,17,-72
114542,8965,18,-46
113196,12993,10,-90
112311,14011,6,-48
106868,7596,6,-41
101078,11762,13,-80
114768,12768,8,-41
103779,11622,2,-12
104891,1209,8,-86
111658,11888,17,-83
109568,6900,4,-87
101753,10927,3,-67
104992,7406,11,-92
113575,1739,4,-90
103395,169,2,-83
101737,6942,8,-61
110055,11159,16,-39
102824,2353,2,-80
100732,3612,11,-87
108185,14315,7,-11
111939,12354,2,-85
109016,4011,2,-17
100751,4228,14,-26
110281,7081,6,-86
102474,14650,7,-22
109021,12844,18,-42
105394,8276,14,-67
114276,9646,10,-48
114288,8778,15,-13
109969,8421,11,-12
108729,11782,6,-7
113948,8507,14,-14
113167,14148,15,-44
101397,4718,11,-76
114519,3147,3,-74
101269,12287,18,-4
108637,11589,6,-91
112262,10975,15,-47
107056,2933,19,-15
100534,14245,18,-82
106629,6061,8,-15
113250,6705,6,-54
107597,13835,1,-50
110677,3457,8,-3
112884,14722,17,-97
106062,13867,13,-97
104815,2498,6,-98
103925,1565,4,-45
109832,8579,7,-27
106486,960,13,-62
106871,6270,7,-7
102986,3490,7,-7
108398,2958,1,-79
114798,6041,4,-49
100170,7948,7,-83
104998,11050,7,-62
109319,9230,14,-83
111288,11209,15,-38
103873,1149,9,-92
109125,10730,12,-4
111946,7489,14,-49
108899,3314,17,-29
103371,11512,10,-27
100646,14419,19,-17
105099,10696,4,-94
100961,3911,5,-52
112796,10571,9,-9
106326,8471,17,-53
102685,5343,19,-43
104385,9846,18,-25
100947,360,19,-80
112978,1133,3,-44
103731,2167,18,-34
101799,699,9,-59
106999,5134,14,-4
110556,8897,6,-40
113610,6621,12,-86
109801,7028,1,-81
109804,7448,17,-57
104343,9586,12,-86
114838,8152,12,-42
111008,1329,10,-71
111733,5205,12,-14
113180,11609,7,-8
113501,14951,11,-1
112469,14356,14,-56
105833,9106,15,-2
100363,8295,3,-97
113946,9354,7,-67
104018,952,3,-50
107944,277,13,-72
108768,5852,10,-24
100182,10643,17,-91
103920,3300,18,-56
112547,2905,10,-58
104321,13965,15,-82
103816,8437,10,-27
102004,12598,6,-61
112853,6986,12,-6
112990,14322,6,-66
113505,3063,6,-44
104142,11438,18,-6
112705,11468,3,-63
112670,8156,14,-66
113838,3509,17,-85
101910,6996,1,-75
101134,168,16,-42
112748,4822,4,-3
108703,14695,16,-69
102764,2662,19,-36
109993,14615,1,-34
104217,10023,9,-53
108280,8951,3,-59
113575,52,10,-24
108666,6317,1,-40
113274,14426,16,-89
104978,658,9,-61
106042,11642,3,-80
108093,13915,13,-79
109871,8894,1,-73
107060,13002,9,-63
101392,8701,4,-59
108111,6549,1,-61
106264,1868,9,-71
103670,903,17,-2
110309,8666,19,-61
105097,13960,3,-41
113209,11772,12,-87
100456,1355,12,-1
105023,1587,13,-29
102062,11725,8,-78
106815,13286,10,-51
112595,11233,18,-38
102204,12351,5,-22
109793,2804,18,-94
111245,8171,17,-87
113391,7136,6,-26
114099,7604,1,-93
102177,9536,10,-45
112082,316,18,-95
103334,8259,9,-20
113731,1490,8,-44
106694,9866,4,-24
101184,8731,11,-95
110993,4861,13,-89
112584,9970,10,-50
104989,5363,6,-10
112185,8726,8,-28
102556,1021,9,-49
108369,12209,12,-10
111780,6428,8,-1
103021,11829,6,-44
111428,5922,16,-62
108244,5704,11,-24
103076,11325,15,-3
111998,6000,7,-39
112588,4370,18,-2
114626,10088,7,-24
104807,5401,5,-72
102000,9051,11,-57
103593,7083,16,-44
113193,6355,15,-62
112368,12003,19,-9
102312,14001,3,-15
107872,14685,16,-73
114163,9439,13,-13
111421,1658,17,-92
103382,5039,11,-11
103375,8045,11,-74
112373,750,6,-95
105387,13967,8,-55
103350,12298,3,-44
100601,14955,16,-53
114204,9064,9,-13
110943,13620,7,-62
107073,5466,12,-67
100735,533,19,-33
113503,2239,9,-43
102550,7343,12,-91
105230,11362,17,-21
101524,4744,2,-81
100384,10671,7,-1
114393,2968,10,-85
103684,6317,14,-77
102569,9469,2,-75
112481,13776,12,-56
104904,10308,9,-55
105139,7980,14,-41
110062,13723,2,-97
109677,13396,18,-25
106714,11392,8,-55
102165,12521,18,-58
101123,902,13,-30
103857,4956,15,-67
103959,913,15,-10
105461,10960,4,-5
113435,9187,13,-2
106268,14812,12,-66
103320,4694,13,-79
111285,4,18,-66
104344,4569,17,-98
109316,8946,9,-75
109161,5638,3,-33
105208,7387,5,-87
113894,1430,18,-36
107628,3004,2,-23
112512,14962,19,-47
101765,8492,16,-12
102890,2895,2,-92
113630,11690,3,-24
107109,11662,8,-19
109979,13333,17,-87
107296,7514,1,-8
113353,14420,6,-20
114855,6045,6,-37
109340,235,10,-87
100703,7245,17,-91
106594,7330,11,-98
106712,9343,16,-39
104175,10939,10,-68
101393,12447,18,-46
112263,3267,9,-82
105675,9340,5,-28
108631,9278,15,-7
105383,153,10,-4
100639,1583,11,-57
100420,14847,11,-13
111754,12425,6,-8
107673,12775,12,-92
109656,4569,2,-48
110974,1830,12,-83
110659,12397,14,-19
113558,3670,4,-23
108576,410,17,-43
108580,4505,3,-27
114640,7457,18,-5
106638,8500,13,-73
103496,1255,2,-94
114234,1791,12,-67
100318,5446,6,-53
110648,6487,14,-60
113044,1140,6,-99
105353,4912,17,-3
107958,9879,8,-13
103694,659,9,-1
106564,8309,16,-60
111000,10253,17,-60
111529,12800,12,-52
108239,9037,15,-13
101584,10921,13,-53
105415,7791,17,-99
104232,12436,14,-16
106085,5423,12,-66
105467,12664,10,-19
113148,11454,16,-68
100629,8580,13,-25
113076,14692,19,-42
113418,10998,19,-75
103782,11359,18,-18
103816,14208,7,-29
107899,10172,19,-71
109999,2280,11,-77
102915,7038,6,-98
108297,1380,1,-77
104621,4730,8,-35
109367,14306,5,-81
113304,5544,2,-43
103843,5968,5,-35
101989,8556,8,-84
101259,9921,15,-47
107133,3839,6,-31
110825,13210,7,-91
108498,2547,2,-94
114241,406,17,-19
108281,8787,18,-96
105828,7784,1,-22
106938,10581,6,-8
104287,13692,11,-29
107543,11340,2,-100
110202,9362,4,-9
104901,14010,8,-69
102121,2692,13,-25
112147,4507,19,-79
103643,3319,1,-79
112001,5498,15,-76
102967,11821,3,-6
108325,5649,17,-60
109846,11896,15,-13
104546,6054,14,-8
103601,254,10,-24
101206,11965,19,-57
110240,4868,18,-91
106697,2477,2,-73
112138,14447,13,-11
111274,13700,6,-55
101366,2395,1,-26
114712,10156,19,-92
105401,1587,3,-13
103181,12564,6,-59
113191,6046,15,-78
108246,6984,8,-79
110896,10789,15,-72
107566,5416,18,-86
103048,460,4,-36
113329,12182,16,-33
114142,712,4,-95
100820,11724,16,-84
108365,13576,19,-43
114904,14376,6,-90
103499,5800,1,-53
105063,10093,1,-9
109634,8320,1,-27
106953,14826,4,-17
107103,6556,8,-40
100758,901,1,-100
102917,2441,16,-100
109823,8270,3,-67
107242,2360,17,-68
109637,13258,10,-49
111065,11189,13,-32
110445,2161,14,-32
102025,12716,9,-87
113131,4212,6,-46
106819,3932,16,-92
103956,7413,2,-37
114878,3502,17,-47
113715,3618,12,-40
113021,2242,17,-59
100700,10102,19,-88
104699,3452,14,-95
104980,8473,7,-78
108056,13221,1,-59
111729,7351,12,-15
101894,3537,13,-19
100387,6551,10,-73
108539,11187,2,-19
101213,7885,15,-44
112103,1752,13,-56
114937,13965,11,-45
100089,8068,11,-88
109891,12582,14,-34
109133,13354,19,-98
101513,13502,19,-48
106417,14323,10,-12
100915,3467,16,-49
101236,10730,19,-1
110199,10978,1,-18
112230,5142,10,-75
102286,6328,18,-39
110760,12663,17,-76
109967,14715,7,-27
114312,1888,1,-17
113546,14452,5,-76
107336,8029,5,-57
105285,12747,13,-24
104944,14295,4,-3
113405,2557,15,-32
113375,7694,6,-68
111352,6606,11,-80
110710,3571,8,-93
111614,7060,15,-69
103546,6047,17,-53
107042,5823,15,-14
100112,3394,9,-48
109166,2517,6,-20
112374,4294,7,-43
100780,14573,18,-19
114716,1467,19,-41
102235,10542,15,-9
100937,2170,17,-56
111797,7173,9,-29
106933,2980,17,-62
103277,6457,18,-100
113470,13324,7,-15
107712,12293,18,-7
109694,5006,17,-22
112733,11633,11,-38
103616,10719,17,-100
110582,5763,10,-17
111557,5829,1,-89
114377,3066,16,-10
110997,3238,5,-81
109945,13263,17,-85
106874,2860,2,-33
106778,8993,1,-20
